qid,question,correct_answer,model_generated_answer,model_generated_answer_text,model_comparison
2422,who shot woman with the white shirt in the image in the dRC?,1,3,Unknown paramilitaries,0
2423,who was the director of woman in the center of the image in the dRC?,1,3,Raoul Peck,0
2424,who is the us secretary of state in afghanistan after man with the white suit in the image became president?,2,2,John Kerry,1
2425,who is the new president of afghanistan according to man with the white shirt in the image?,1,1,Ashraf Ghani,1
2426,when does man in the image expect to finish the malaysia flight investigation?,3,1,in the next one or two months,0
2427,who negotiated a cease-fire between woman with the black coat in the image and hamamas?,0,2,Turkish President Recep Tayyip Erdoƒüan,0
2428,who asked woman in the right of the image to mediate in the war in iraq?,3,3,Ban,1
2429,who won the republican primary for man in the image from virginia?,3,2,John Brat,0
2430,who won the republican primary for person in the image?,0,0,David Brat,1
2431,who won the republican primary for person in the image?,3,3,David Brat,1
2432,who is man with the black suit in the image of burkina faso?,2,2,Lieutenant Colonel Isaac Zida,1
2433,who was awarded the congressional medal of freedom for being person in the right of the image?,1,1,economist Robert Solow,1
2434,who was awarded the presidential medal of freedom by person in the right of the image?,3,3,"Marlo Thomas, economist Robert Solow and golfer Charles sifford",1
2435,who was awarded person with the red suit in the image on Monday?,0,1,Politicians,0
2436,who is singing with man in the right of the image and ryan at the grammys?,1,3,Bruce Springsteen is singing with man in the right of the image and ryan at the grammys.,0
2437,what does man in the image want to happen to the us minimum wage?,3,3,a minimum wage increase to $10 and 10 cents,1
2438,how old is man in the left of the image at 88?,0,2,Tony Bennett becomes the oldest artist to ever top the Billboard charts.,0
2439,who is buried next to woman in the image in north korea?,0,0,"Kim Jong Il, and grandfather, Kim Il Sung.",1
2440,who is the leader of north korea buried at woman in the image?,2,2,Kim Jong Il,1
2441,why is person in the right of the image in south korea not charged with a crime?,0,0,because he is Japanese,1
2442,who is person in the right of the image in south korea?,1,0,Jiro Tanaka,0
2443,where was person with the black jacket in the image simon ostrovsky held in ukraine?,0,0,Slovyansk in eastern Ukraine.,1
2444,who is person in the left of the image in iraq?,1,2,Vladimir Putin,0
2445,who is man in the left of the image that is heading to iraq?,2,0,General John Kelly,0
2446,who is person in the right of the image of state visiting china?,0,0,John Kerry,1
2447,who is person in the left of the image of the african summit on agriculture?,1,1,Nkoszana Dlamini Zuma,1
2448,where are the women from person in the left of the image located?,2,0,Syria,0
2449,who was person in the right of the image of egypt when he leaked secrets to qatar?,1,1,Mohamed Morsi,1
2450,who was person in the image in 2004?,2,1,Monica Spears,0
2451,who decides if person in the image will be court martialed?,0,3,"The head of the armed forces, General Mark Milley.",0
2452,who decides if man in the image will be court martialed?,3,3,"the head of its Forces Command, General Mark Milley",1
2453,who is in charge of the investigation into person in the image?,2,3,"the head of its medical command, General Mark Milley",0
2454,why did person in the image get beheaded in iraq?,2,1,"in revenge for Britain's decision to arm Iranian forces, which have been regaining ground from IS militants in northern Iraq since the United States began a campaign of air strikes last month.",0
2455,when was man in the image killed in syria?,0,3,3 days ago,0
2456,where did person in the left of the image launch his soviet invasion of the ukraine?,3,2,Central Ukraine,0
2457,who is running for president in afghanistan after person in the image stepped down?,0,2,Flash Ghani,0
2458,who is person in the right of the image visiting africa?,3,1,Xi Jinping,0
2459,who is man in the center of the image that sued the rolling stones?,2,1,Richards,0
2460,who won the election in kosovo in which man in the left of the image chose a new prime minister?,0,3,Socialist Party of Kosovo,0
2461,who is backing man in the center of the image in syria?,0,2,Russia-led airstrikes,0
2462,who is backing person in the center of the image in northern syria?,2,3,Syrian government airstrikes,0
2463,where was the president of man in the center of the image of kobani?,2,1,al-Numan bin Bashir mosque in the back row for the Eid al-Adha celebration.,0
2464,where is ebola found in africa according to person with the black suit in the image?,0,3,Cote d'Ivoire,0
2465,where did woman in the center of the image come from in china?,2,1,West China,0
2466,who replaced person in the center of the image as the head of state owned enterprises in china?,2,1,Li,0
2467,who has warned russia that it will face new sanctions if it does not cooperate with man in the top of the image?,0,0,Angela Merkel,1
2468,where did person in the image visit after the tornadoes in arkansas?,0,2,"Vilonia, Canada",0
2469,what did woman in the image say in arkansas after a tornado hit?,2,2,Vilonia was felt by all Americans.,1
2470,what is the significance of person in the left of the image to yasukuni shrine?,1,1,"Tokyo's Yasukuni Shrine, seen by critics as a symbol of Japan's past militarism because leaders convicted by an Allied tribunal as war criminals are honored there along with those who died on the battlefield.",1
2471,why did the us criticize man in the left of the image for visiting the shrine?,0,0,"Yasukuni Shrine, seen by critics as a symbol of Japan's past militarism because leaders convicted by an Allied tribunal as war criminals are honored there along with those who died on the battlefield.",1
2472,when was the assassination attempt on person with the white dress in the image carried out?,2,0,last Friday,0
2473,person in the left of the image and kim yuna compete in the olympics?,1,0,Feb. 20,0
2474,where did robin williams die as person in the image?,2,0,"San Francisco, California",0
2475,where did robin williams die as person in the image?,1,2,"Lafayette, Louisiana",0
2476,who is the speaker of the house when person in the image speaks?,0,0,House Speaker John Boehner (R- Ohio),1
2477,who is person in the image of the house in response to the president's speech in jordan?,3,3,House Speaker John Boehner (R- Ohio),1
2478,who is leaving the department of justice under person with the black coat in the image?,2,2,Holder,1
2479,what was the main goal of the office of attorney general under person with the black coat in the image?,0,1,"""To restrict civil rights""",0
2480,when does man with the black suit in the image take over as president of indonesia?,3,0,20-Sep,0
2481,who is running for person with the black suit in the image in somalia?,1,1,Prime Minister Abdiweli Sheikh Ahmed,1
2482,woman in the left of the image the railway deal with china?,1,1,"Nairobi on the last stage of an Africa tour by Chinese Premier Li Keqiang, although Kenya's president, Uhuru Kenyatta, had already signed up to the deal during his state visit to Beijing last year.",1
2483,who was person in the left of the image when kenya signed the railway deal?,3,3,"Chinese Premier Li Keqiang, although Kenya's president, Uhuru Kenyatta, had already signed up to the deal during his state visit to Beijing last year.",1
2484,who met with person in the left of the image in russia on the black sea?,3,3,Foreign Minister Sergei Lavrov,1
2485,what does person in the left of the image mean by no boots on the ground?,1,3,the U.S. will not send any troops to Iraq because they believe it is not their fight.,0
2486,person in the image banned for using anti-semitic language?,2,2,Dieudonne M'Bala M'bala,1
2487,who is the comedian that died with person in the image?,0,0,Elie Semoun,1
2488,who was man in the image in the 90s?,3,3,Elie Semoun,1
2489,how many members of the ruling party of south sudan are still in detention under person in the image?,2,2,six,1
2490,man in the bottom of the image are coming to the united states this year?,3,2,about 900,0
2491,where is the radio station run by person in the image?,2,0,Lusaka,0
2492,what is the charge against man with the glasses in the image in london?,2,2,money laundering,1
2493,where did the protest of man in the bottom of the image take place?,0,3,"""Kharachi""",0
2494,what article of the constitution would disqualify person in the image from running for president?,3,1,59(e),0
2495,what is the fortune of person in the image in africa?,1,3,127 billion CFA francs ($260.5 million),0
2496,who is running for president in person in the left of the image and abdullah?,0,1,Baldwin,0
2497,who negotiated the unity government in afghanistan with person with the white shirt in the image?,0,3,US officials in Kabul,0
2498,who negotiated the presidential election in afghanistan with person with the white suit in the image?,2,1,US officials in Kabul,0
2499,who is running for pakistan president with person in the left of the image?,0,2,Akbar,0
2500,when did person in the left of the image talk about concussions in sports?,3,0,Sunday,0
2501,who is talking to person in the left of the image in the middle east?,3,1,Palestinian Prime Minister Mohammad Shtayyeh,0
2502,who is person in the left of the image in the israel-palestine conflict?,3,1,Palestinian Prime Minister Mohammad Shtayyeh,0
2503,who is the main negotiator for woman in the left of the image in the israel peace process?,0,2,Palestinian Prime Minister Mohammad Shtayyeh,0
2504,who said sorry to woman with the black coat in the image in the video?,3,1,Johnson,0
2505,who is the ruler of qatar after his father died and man in the left of the image took over?,0,1,Sheikh Tim,0
2506,which department did man in the left of the image sign a bill of rights for?,1,1,Department for Homeland Security,1
2507,how much money does the stimulus bill provide for man in the left of the image?,0,0,nearly $64 billion for military operations in Iraq and Afghanistan,1
2508,where did woman in the right of the image come from in china?,2,0,"from the restive, predominantly-Christian region of Xinjiang",0
2509,who is person in the image of the republic of tunis?,1,2,Moncef Marzouki,0
2510,who is person in the image of tunisia?,2,0,Mehdi Jabbari,0
2511,what is the charge against man in the left of the image in hong kong?,0,2,three counts of murder,0
2512,who is person in the bottom of the image of india visiting the white house?,0,0,Narendra Modi,1
2513,who is man in the bottom of the image of india in the united states?,3,3,Narendra Modi,1
2514,who is man in the bottom of the image of india visiting the white house?,2,0,Mamata Banerjee,0
2515,which companies are expected to meet person in the bottom of the image during his visit to india?,0,3,Microsoft,0
2516,which companies are expected to meet man in the bottom of the image during his visit to india?,3,2,JPMorgan Chase,0
2517,who was welcomed by person in the bottom of the image in new york in 2014?,3,3,Narendra Modi,1
2518,who was man with the white jacket in the image of parliament killed in somali?,2,0,Apple Jack,0
2519,where did man in the top of the image arrive in italy in 2014?,2,2,Gallipoli harbor,1
2520,when does gloria a pig tale with man in the right of the image start?,1,1,23-May-14,1
2521,who is the director of person in the right of the image of new music?,0,2,New York Philharmonic music director Joshua,0
2522,who did man in the bottom of the image in south sudan?,1,1,South Sudanese President Salva Kiir,1
2523,who did person with the gray suit in the image in juba?,0,0,South Sudanese President Salva Kiir,1
2524,what person in the image do in his first term as governor?,1,0,failed to pass any meaningful legislation,0
2525,what person in the image do in his first term as governor?,1,0,failed to pass any meaningful legislation,0
2526,what has happened to man in the image in new jersey?,2,2,the bridge closure scandal,1
2527,who did person in the right of the image play tambourine for at the state of the union?,0,3,Members of the FCC,0
2528,who did woman with the black jacket in the image in paris last night?,3,3,Laurent Fabius,1
2529,who is woman in the right of the image visiting the us?,2,2,Laurent Fabius,1
2530,person with the black jacket in the image who met with us secretary of state?,2,1,John Kerry,0
2531,who woman with the black jacket in the image speak to in france about the ebola outbreak?,0,1,Foreign Minister Fauv,0
2532,who is heading person in the right of the image in egypt?,1,1,General Abdel Fattah al-El Siss,1
2533,who did woman in the right of the image meet in malaysia last year?,0,3,President Barack Obama,0
2534,who is person in the right of the image of malaysia during the president's visit?,3,0,Deputy Prime Minister Muhyiddin Yassin,0
2535,who is banned from the israel settlements by woman in the left of the image?,2,0,Hamas,0
2536,where was person in the image of the jordanian jet captured?,1,1,"last week in a rural area in Syria's Raqqa province, the group's stronghold.",1
2537,where is man in the bottom of the image in south sudan located?,3,0,House in Khartoum,0
2538,name of n man in the right of the image sent to russia?,1,3,Chen Lei,0
2539,what is the importance of man in the right of the image to russia?,2,2,easing diplomatic isolation,1
2540,where did person in the top of the image go after he was released from captivity?,2,3,"New York, New York",0
2541,who is working with person in the top of the image to help him regain his independence?,3,3,Army psychologist Colonel Bradley Poppen,1
2542,who is the leader of person in the top of the image in pakistan?,3,2,Fiery cleric Osama bin Laden,0
2543,who is person in the left of the image in the philippines peace talks?,3,3,General Taban Deng Gai,1
2544,who does man in the center of the image for in the video below?,1,2,Mizera rock band.,0
2545,what band does person in the center of the image play drums for?,2,3,Dizera,0
2546,who is the girl who plays drums and person in the center of the image're always shocked?,0,3,Lizera,0
2547,where does person in the center of the image come from?,1,0,"Atlanta-based band, Mizera",0
2548,who plays the drums for man in the center of the image in the video?,2,2,"Courtney Gibson, 24, drummer for Mizera heavy metal band. (Photo: Darren Taylor / VOA)",1
2549,what is the name of man in the center of the image that plays death metal?,0,2,"Atlanta-based band, Mizera",0
2550,man in the center of the image is the girl in in the video?,3,1,Mizera jazz band ,0
2551,where did chuck man in the left of the image go to visit the aircraft carrier?,2,0,Qindao,0
2552,who was man with the black suit in the image of australia at the G20 summit in sumatra?,2,1,Canadian Prime Minister Justin Trudeau,0
2553,who did man with the black suit in the image meet at the rsummit in paris?,3,1,Canadian Prime Minister Justin Trudeau,0
2554,when does man in the image in charge of the afghan army plead guilty?,2,0,Friday,0
2555,when is person in the image going to plead guilty?,2,0,Sunday,0
2556,who won the election between person in the left of the image and widodo?,2,2,Joko Widodo,1
2557,who won the presidential election in indonesia held in july 2017 under the leadership of woman in the left of the image?,2,2,Joko Widodo,1
2558,who won the presidential election in indonesia in july 2018 against person in the left of the image?,0,0,Joko Widodo,1
2559,when is the next chance for woman in the center of the image to be prime minister?,3,1,next month,0
2560,what does woman in the image want from an iran nuclear deal?,3,1,an Iran that is required to dismantle its nuclear weapons program and is subject to strict international sanctions,0
2561,what does person in the image want to see happen with iran?,0,2,An Iran that has a nuclear program that is not verified as being peaceful,0
2562,who was killed in the israeli army raid on man in the left of the image?,3,3,Amer Abu Aisheh,1
2563,who was the journalist that person with the black suit in the image called for an end to?,0,3,Faeley,0
2564,where did the video of woman with the black suit in the image take place?,0,0,Syria,1
2565,who was person with the black suit in the image in the otto video?,0,1,Jihadi John,0
2566,where did person in the image killed in syria take place?,3,2,Hums,0
2567,when does gordon man in the image to vote no?,1,3,June 18 Referendum,0
2568,what is the sentence for sodomy in person in the left of the image?,2,2,up to 20 years in prison under a colonial-era law in Malaysia.,1
2569,what needs to be provided to person in the right of the image in iraq?,2,2,"Food, water, non-food items, hygiene and sanitation,",1
2570,where are person in the right of the image from kurdistan going to go?,2,0,northern Syria,0
2571,where does person in the image report from in south sudan?,3,3,government territory,1
2572,how old was the boy arrested by person in the image?,0,1,25,0
2573,how old was person in the image in turkey when he was arrested?,0,2,15,0
2574,who won the presidential election in costa rica with person in the left of the image running against him?,1,2,Antonio Alvarez Desanti,0
2575,who is running for president in costa rica with man in the left of the image?,0,1,Citizens Action Party,0
2576,who is man in the right of the image on the senate foreign relations committee?,2,2,Bob Corker,1
2577,who is person in the bottom of the image in the british prison?,2,2,former governor of Nigeria's oil-rich Delta state,1
2578,what is the name of man in the center of the image who resigned?,0,0,South Korea Prime Minister Offers Resignation in Sunken Ferry Debacle,1
2579,when did woman in the left of the image shoot down the u.n. helicopter in south sudan?,2,2,Tuesday,1
2580,who is blamed for the conflict between person with the glasses in the image and the government?,1,0,the person with the glasses,0
2581,who has petitioned person in the top of the image to repeal article 436?,3,3,the National League for Democracy,1
2582,who did man with the black suit in the image talk about in his state of the union address?,3,2,Vladimir Jones,0
2583,who is expected to be in power at the next round of woman in the image on terrorism?,3,2,U.S. President Barack Obama,0
2584,who did person in the center of the image refer to in the torture report?,0,0,CIA,1
2585,what is the role of person with the purple suit in the image dianne feinstein?,1,2,Member of the House of Representatives,0
2586,who is backing man in the left of the image fighting for control of adra in syria?,1,3,The Free Syrian Army,0
2587,how old is man with the purple suit in the image in north korea?,1,0,in his late 20’s,0
2588,who did woman in the center of the image meet with in iraq today?,2,0,General John Finley,0
2589,what is the role of person in the image in south africa?,2,0,confident,0
2590,who brokered the peace agreement between man in the right of the image and abdullah abdullah?,3,1,Afghan President Hamid Karzai,0
2591,who did ghani and abdullah choose for president of man in the right of the image?,3,3,Abdullah,1
2592,who is the prime minister of thailand accused of transferring person in the image?,0,2,Thawi Pliensri,0
2593,what is the charge against person in the image in the nacc?,3,1,wilful,0
2594,where is the president of south sudan kiir and person in the left of the image?,1,3,Juba,0
2595,who did person in the right of the image in indonesia?,0,0,Marty Natalegawa,1
2596,what is the role of man in the image in the british government?,0,2,advising the government in the lower house of Britain's parliament,0
2597,what is the role of person in the image in britain?,1,1,coordinating the government's business in the lower house of Britain's parliament,1
2598,what is the role of person in the image in britain?,1,2,legislating on behalf of the government in the lower house of parliament,0
2599,who will replace man in the image as foreign secretary of britain?,0,1,William Hague,0
2600,when did person in the image have a stroke?,2,0,one month ago.,0
2601,when did man in the image of algeria suffer a stroke?,0,0,last year,1
2602,what are the goals of man in the right of the image in Brisbane?,2,2,"to boost global economic growth by more than $2 trillion over five years, by investing in infrastructure and increasing free trade.",1
2603,who was person in the image killed?,1,1,Jang Song Thaek,1
2604,who is running for woman with the black suit in the image in romania?,0,0,Victor Ponta,1
2605,who is running for woman in the right of the image in romania?,3,3,Victor Ponta,1
2606,who is man in the bottom of the image for the democratic nomination in 2016?,2,2,Clinton,1
2607,when did person with the black suit in the image start criticizing the ottoman administration?,3,3,2016,1
2608,when did man with the black suit in the image start criticizing the ottomans foreign policy?,0,0,2016,1
2609,who is running against man in the bottom of the image in the 2016 presidential election?,1,1,Obama,1
2610,when did clinton start criticizing person with the black suit in the image for his foreign policy?,2,2,2016,1
2611,when did clinton start criticizing man with the black suit in the image for his foreign policy?,3,3,2016,1
2612,when is parliament going to be reopened in lesotho according to woman with the black suit in the image of state?,0,3,until the kingdom is returned to the rightful heir,0
2613,what is the theme of woman in the left of the image of the union address?,1,0,to reduce the income gap between wealthy and impoverished Americans. Democratic congressman Adam Schiff says a national conversation on income inequality is long overdue.,0
2614,who is the special envoy for afghanistan named after man in the bottom of the image?,1,1,Sun Yuxi,1
2615,why did man in the center of the image issue an executive order in south sudan?,3,3,will obstruct the ongoing peace process more.,1
2616,where did person with the black suit in the image receive the royal endorsement of the coup?,2,2,Thailand,1
2617,who was the prime minister before woman with the black suit in the image seized power?,1,3,Thaksin Shinawatra,0
2618,what is the purpose of woman in the center of the image?,2,3,To neutralize the May 22 coup and will effectively grant the junta supreme power over the country’s political and judicial arenas.,0
2619,who is backing woman in the center of the image for president of afghanistan?,2,3,The Northern Alliance,0
2620,who is responding to person in the image for war in syria?,3,1,Senator McCain,0
2621,who is running with man with the black suit in the image for prime minister in israel?,3,0,Moshe Kahlon of the Kulanu party,0
2622,where did man with the black coat in the image in moscow school shooting take place?,1,0,eastern Moscow,0
2623,what was the agenda of the meeting between person with the glasses in the image and kerry?,0,0,increased investment in trade and energy,1
2624,who is meeting with person in the image of the united states today?,3,3,Mahmoud Abbas,1
2625,who is presenting palestine as man in the image in the peace process?,1,2,The Man in the High Castle,0
2626,when did person in the image visit the white house?,1,0,Last week,0
2627,who spoke to person in the image about the conflict in ukraine?,0,2,Donald Trump,0
2628,who spoke to person in the image about the conflict in eastern ukraine?,2,3,Minister of Finance Anton Siluanov,0
2629,why did woman in the left of the image to russia leave?,1,2,political reasons,0
2630,what happened to person in the left of the image in lesotho?,2,3,"Instead of fleeing to South Africa, Prime Minister Thomas Thabane requested that southern African states send in peace keepers.",0
2631,who is woman with the black suit in the image of the southern african development community ( sada )?,0,0,"South African President Jacob Zuma, whose territory envelops Lesotho,",1
2632,what is the biggest hindrance to fighting corruption according to man in the image?,3,2,the ability of lawbreakers to move money around the world slowly and opaquely,0
2633,where is the us preparing to send woman in the left of the image to fight russia?,1,2,northern and eastern Ukraine,0
2635,how long is the sentence for man with the glasses in the image in south korea?,0,1,three years,0
2636,who is the japanese journalist who was arrested for defaming person in the top of the image geun-hye?,2,0,Daisuke Matsumoto,0
2637,who is the preacher that spoke to man in the image in parliament?,1,0,Marine,0
2638,what did person in the right of the image say to vietnam in the south china sea?,2,2,"stop disturbing Chinese operations in the area and ""hyping up"" disputes over an island chain he called ""China's inherent territory",1
2639,man in the right of the image in vietnam?,0,3,Xi Jinping,0
2640,what did man in the right of the image say to vietnam in the sea stand off?,1,1,"stop disturbing Chinese operations in the area and ""hyping up"" disputes over an island chain he called ""China's inherent territory",1
2641,when did lisa li beat man in the left of the image in the australian women's singles final?,0,2,Sunday,0
2642,who freed person in the image in ukraine?,0,1,Taras Shevchenko,0
2643,who negotiated the release of woman in the image in kazakhstan?,0,0,Vladimir Lukin,1
2644,what is the priority when discussing relations with cuba with woman in the image?,1,0,economic growth should be the priority,0
2645,when did person in the image become president of algeria?,1,0,2010,0
2646,who is running for person in the image in algeria this year?,1,1,Abdel-Aziz Bouteflika,1
2647,what is the name of person in the image of africa?,2,2,Bouteflika,1
2648,who is woman in the image of algeria in the presidential election?,0,0,Abdel-Aziz Bouteflika,1
2649,when is the next ukraine election being held according to man with the black suit in the image?,2,0,24-Oct,0
2650,where did man in the left of the image from in indonesia run for president?,1,2,Los Angeles,0
2651,who won the gold medal in the olympics with man in the image?,2,2,the Dutch men,1
2652,who was the us ambassador to india when he shook hands with person with the black suit in the image?,3,3,Bharatiya Janata Party leader Narendra Modi,1
2653,who is the woman talking in the video of person with the glasses in the image and pyatt?,3,2,Diana Nuland,0
2654,who was talking on the phone with woman with the black suit in the image to ukraine?,3,2,Sasha Nuland,0
2655,who is person in the left of the image running for mayor in toronto?,3,3,John Tory,1
2656,what is the agenda of person in the image of south africa?,0,0,kick starting the economy,1
2657,what is the agenda of person in the image in parliament?,2,3,make the country a better place for future generations.,0
2658,how long did jackie rogers serve as person in the image?,0,2,three years,0
2659,who exposed the nsa's surveillance programs to man in the image?,2,3,Hillary Clinton,0
2660,what is the responsibility of man in the image?,0,1,FDA's Future Rests on Admiral Rogers' Shoulders,0
2661,what kind of hair does man in the image have?,1,1,short-cropped hair,1
2662,what does man in the image do for a living?,2,0,career codebreaker - a specialist in the breaking of codes -,0
2663,before he became director of the national intelligence agency in 2013 what job did person in the image hold?,0,0,Fleet Cyber Command,1
2664,where are person in the right of the image from china located in south east asia?,2,0,Vietnam,0
2665,where do person in the right of the image come from in the world?,1,2,Peru,0
2666,where do woman in the right of the image want to go after they leave china?,3,3,"Turkey, which has cultural and linguistic similarities, and a government that has been willing to risk the ire of China to accept them.",1
2667,where are person in the left of the image in nigeria located?,1,3,in the air,0
2668,where are man in the left of the image located in nigeria?,2,3,in various groups,0
2669,according to woman in the image what are the main causes of statelessness?,3,1,Lack of recognition by a state,0
2670,who was man in the image to juba at the time of the civil war?,0,0,Susan Page,1
2671,who is pregnant with person with the black dress in the image and kate's baby?,0,1,Karen,0
2672,who is woman with the black suit in the image of defense in iraq?,1,3,Mohammed bin Salman,0
2673,how did man in the bottom of the image in oklahoma die?,1,0,an apparent suicide.,0
2674,what was the target of the suicide bombing by woman in the center of the image?,3,1,a Taliban military vehicle.,0
2675,what is the percentage of woman in the center of the image in the presidential election?,1,3,25 percent,0
2676,what does woman with the black suit in the image mean by out of weakness?,1,1,Russia Acting 'Out of Weakness' on Ukraine,1
2677,person with the black suit in the image does modi want to buy from australia?,0,1,thorium,0
2678,who is the prime minister of australia talking to woman in the right of the image?,1,1,Modi,1
2679,what bank did woman in the image in south carolina?,0,2,Banco Montgomery,0
2680,when did person in the image go missing?,0,3,12-July,0
2681,who is person with the black suit in the image of the philippines in 2017?,0,2,Ramon Magsaysay,0
2682,who is person with the black shirt in the image of the oil cartel?,2,2,Abdullah al-badri,1
2683,where did man with the black shirt in the image speak at the end of last year?,1,1,Brussels,1
2684,what medical condition did person with the black shirt in the image have in pakistan?,2,0,asthmatic,0
2685,who is trying to get person in the center of the image back home?,1,3,Afghan government,0
2686,who is holding woman with the glasses in the image in pakistan?,2,0,Al-Qaeda,0
2687,who is accused of genocide by person in the left of the image?,0,2,Bosnian forces under General Ratko Mladic’s command.,0
2688,who is accused of genocide in the bosnian war by woman with the black suit in the image?,1,3,Bosnian forces under General Ratko Mladic’s command.,0
2689,who is person in the left of the image in the book the hamburger?,3,3,North Koreans,1
2690,who is person in the image in prince charry america?,0,1,Chris Evans,0
2691,who is running for president in sri lanka after woman with the black suit in the image left the government?,2,2,Maithripala Sirisena,1
2692,what is the most acute infectious disease that has recently been identified by person in the image?,0,1,non-drug-resistant tuberculosis,0
2693,who is person in the left of the image of the country of bolivia?,3,3,Venezuela,1
2694,who person in the image call a fat pig in the first debate?,1,2,Martha Stewart,0
2695,who is man with the glasses in the image of ankara in the eu?,1,2,Can Karakaya,0
2696,what does person in the right of the image say about the indictments in freddie gray?,2,2,a momentous step on the road to justice for Freddie.,1
2697,what is the most serious charge in man in the right of the image?,0,3,first-degree murder,0
2698,when did man in the right of the image get out of jail?,3,0,Saturday,0
2699,who approves appointments of person in the left of the image of indonesia?,0,0,"the nation's Anti-Corruption Commission, the KPK",1
2700,who was awarded the medal of honor after person in the right of the image died?,3,3,Pvt. Henry Johnson,1
2701,when did person in the right of the image die in the war?,2,3,1917,0
2702,who was awarded the medal for heroism by man in the right of the image and henry johnson?,0,3,Cpl. Henry Johnson,0
2703,when did person in the right of the image die in the military?,1,2,1923,0
2704,where is the space center being built by man in the bottom of the image?,2,1,"about 6,000 kilometers (3,700 miles) east of Moscow and close to the Chinese border",0
2705,where is the new space center being built by man with the black coat in the image?,1,2,"about 5,500 kilometers (3,400 miles) north of Moscow and close to the Chinese border",0
2706,who was on person in the right of the image the germanwings plane that crashed?,0,2,Wolfgang Amadeus Mozart,0
2707,who sent man in the right of the image to carry the body of mildred yondo in kenya?,3,3,Kenya Red Cross volunteers,1
2708,when did gunmen kill person in the right of the image in kenya?,1,0,10-Apr-15,0
2709,when do woman with the black suit in the image meet in europe?,2,2,Wednesday and Thursday in Brussels,1
2710,name woman in the center of the image of the five countries that make up nato?,1,1,Ursula von der Leyen,1
2711,when do person in the center of the image meet in europe?,1,3,Wednesday and Thursday in London,0
2712,how many intercontinental missiles does russia have according to woman with the black suit in the image?,2,2,40 intercontinental ballistic missiles to its nuclear arsenal.,1
2713,how many seats does woman with the black coat in the image have in the british parliament?,1,1,about 270,1
2714,what is person in the right of the image?,1,3,"a referendum on the country's economy, the world's seventh largest.",0
2715,who said mao's death is the fault of person in the image fujian?,2,0,Chen Guangcheng,0
2716,who died in person in the image?,1,2,"At least six Thais, two Malaysians, three Chinese, one Singaporean, one Philippine national and two Hong Kong residents died in the image, a reflection of the shrine’s popularity among Asian tourists.",0
2717,where did the bombing in person in the image happen?,0,1,"on the other side of the fence, away from the Erawan shrine. (Steve Herman/VOA News)",0
2718,who is man in the image in the temple bombing in thailand?,0,0,young man,1
2719,who is man in the image who blew up the temple in bangkok?,3,3,young man,1
2720,who is running for president with woman in the image?,0,0,Republican Senator Marco Rubio,1
2721,who is running for president as woman in the image from florida?,1,1,Republican Senator Marco Rubio,1
2722,who is running for president with woman in the image?,1,1,Florida Senator Marco Rubio,1
2723,what is the purpose of the visit by person in the image to the us?,0,0,ways to ease tensions on the ground,1
2724,who is the u.s. ambassador to the un in man in the right of the image?,0,0,U.S. Secretary of State John Kerry,1
2725,who was the u.s. secretary of state when british foreign secretary met with person in the right of the image?,0,3,U.S. Ambassador to the United Nations Samantha Power,0
2726,what does the agreement with man in the right of the image mean?,0,1,"does not give the Syrian people a real choice, but between Assad and Daesh, and between war and peace.",0
2727,who is president of the caribbean when person in the left of the image is there?,0,2,Dominican Republic President Danilo Medina,0
2728,who is the leader of the caribbean when man in the left of the image is there?,3,2,U.S. President Barack Obama,0
2729,who is meeting with person in the left of the image in the caribbean?,0,1,Dominican Republic President Leonel Fern√°ndez,0
2730,when did man in the left of the image last visit the caribbean?,3,3,2009,1
2731,when does man in the left of the image go to the caribbean?,3,0,Saturday and Sunday in Puerto Rico,0
2732,who is the leader of the caribbean when man in the left of the image meets with the president?,2,3,Canadian Prime Minister Justin Trudeau,0
2733,who does man in the image meet with in cuba?,3,3,Cuban government officials,1
2734,how much money does the eu give person in the left of the image to help with its reforms?,3,3,500 million euros for investment in infrastructure.,1
2735,what did woman in the center of the image say after the oregon college shooting?,3,1,I'm so sorry for what happened.,0
2736,where did the twin suicide bombing in beirut kill woman in the top of the image?,0,3,Raouche,0
2737,who was speaking with woman in the right of the image on climate change?,2,2,Surgeon General Murthy,1
2738,who is speaking with woman in the right of the image about climate change?,0,0,Surgeon General Dr. Vivek Murthy,1
2739,who is speaking with person in the right of the image about climate change?,3,1,Surgeon General Smith,0
2740,who hosted a meeting of Taliban leaders in pakistan in mid-July that brought together person in the right of the image from asia and iraq?,3,3,Pakistan,1
2741,who hosted the peace talks between man in the right of the image and the taliban?,0,1,Iran,0
2742,who is person in the right of the image of afghanistan in the present time?,2,2,Ashraf Ghani,1
2743,where do you get a priority ticket from person with the sunglasses in the image?,3,3,National Bank,1
2744,who was person in the center of the image in the koh tao murders?,3,2,Mark Witheridge,0
2745,who were person in the center of the image on koh tao killed?,1,2,Andrew Witheridge,0
2746,who was sentenced to death for killing person in the center of the image in thailand?,2,3,Pol Pot,0
2747,who was the man at woman in the center of the image of the koh samui massacre?,0,1,Won Zaw Htun,0
2748,who was debating person in the bottom of the image at the 2015 republican presidential debate?,3,3,Ben Carson,1
2749,factors that led to the russian intervention in syria including the election of person in the top of the image russo?,1,1,burgeoning refugee crisis roiling Europe,1
