index,sub_index,filenumber,qid,question,origanswer,generatedanswer,correctness
25986,1985,13,339561,Choose the correct order of the events?,3,0,0
25987,1986,13,3395,Choose the correct order of the events?,1,0,0
25988,1987,13,3396203,Choose the correct order of the events?,1,0,0
25989,1988,13,339623,Choose the correct order of the events?,0,0,1
25990,1989,13,3396289,Choose the correct order of the events?,0,0,1
25991,1990,13,3396,Choose the correct order of the events?,0,0,1
25992,1991,13,3399151,Choose the correct order of the events?,0,0,1
25993,1992,13,3399307,Choose the correct order of the events?,0,0,1
25994,1993,13,3399370,Choose the correct order of the events?,2,0,0
25995,1994,13,3399593,Choose the correct order of the events?,1,0,0
25996,1995,13,33996,Choose the correct order of the events?,0,0,1
25997,1996,13,3400044,Choose the correct order of the events?,1,0,0
25998,1997,13,340044,Choose the correct order of the events?,2,0,0
25999,1998,13,340100,Choose the correct order of the events?,1,0,0
26000,1999,13,34021,Choose the correct order of the events?,3,0,0
26001,0,14,3402742,Choose the correct order of the events?,2,0,0
26002,1,14,3403210,Choose the correct order of the events?,1,0,0
26003,2,14,3403825,Choose the correct order of the events?,3,0,0
26004,3,14,340407,Choose the correct order of the events?,0,0,1
26005,4,14,34042,Choose the correct order of the events?,3,0,0
26006,5,14,3404613,Choose the correct order of the events?,3,0,0
26007,6,14,340473,Choose the correct order of the events?,0,0,1
26008,7,14,3404746,Choose the correct order of the events?,0,0,1
26009,8,14,340476,Choose the correct order of the events?,3,0,0
26010,9,14,3404955,Choose the correct order of the events?,1,0,0
26011,10,14,3405028,Choose the correct order of the events?,2,0,0
26012,11,14,3405598,Choose the correct order of the events?,3,0,0
26013,12,14,3405996,Choose the correct order of the events?,3,0,0
26014,13,14,3405,Choose the correct order of the events?,3,0,0
26015,14,14,34073,Choose the correct order of the events?,2,0,0
26016,15,14,340772,Choose the correct order of the events?,2,0,0
26017,16,14,340778,Choose the correct order of the events?,2,0,0
26018,17,14,3408294,Choose the correct order of the events?,0,0,1
26019,18,14,3408618,Choose the correct order of the events?,1,0,0
26020,19,14,340930,Choose the correct order of the events?,3,0,0
26021,20,14,3409611,Choose the correct order of the events?,1,0,0
26022,21,14,341049,Choose the correct order of the events?,1,0,0
26023,22,14,341056,Choose the correct order of the events?,2,0,0
26024,23,14,341117,Choose the correct order of the events?,3,0,0
26025,24,14,341206,Choose the correct order of the events?,0,0,1
26026,25,14,3412837,Choose the correct order of the events?,2,0,0
26027,26,14,3412977,Choose the correct order of the events?,0,0,1
26028,27,14,341539,Choose the correct order of the events?,0,0,1
26029,28,14,3415492,Choose the correct order of the events?,3,0,0
26030,29,14,3415508,Choose the correct order of the events?,3,0,0
26031,30,14,341550,Choose the correct order of the events?,2,0,0
26032,31,14,3415593,Choose the correct order of the events?,2,0,0
26033,32,14,3416058,Choose the correct order of the events?,0,0,1
26034,33,14,341630,Choose the correct order of the events?,3,0,0
26035,34,14,3416382,Choose the correct order of the events?,1,0,0
26036,35,14,3416385,Choose the correct order of the events?,1,0,0
26037,36,14,341640,Choose the correct order of the events?,3,0,0
26038,37,14,3416562,Choose the correct order of the events?,1,0,0
26039,38,14,3416871,Choose the correct order of the events?,3,0,0
26040,39,14,3417355,Choose the correct order of the events?,1,0,0
26041,40,14,34180,Choose the correct order of the events?,3,0,0
26042,41,14,3418427,Choose the correct order of the events?,0,0,1
26043,42,14,34184,Choose the correct order of the events?,3,0,0
26044,43,14,341878,Choose the correct order of the events?,3,0,0
26045,44,14,34187,Choose the correct order of the events?,1,0,0
26046,45,14,3418933,Choose the correct order of the events?,1,0,0
26047,46,14,341895,Choose the correct order of the events?,3,0,0
26048,47,14,3419730,Choose the correct order of the events?,3,0,0
26049,48,14,3420095,Choose the correct order of the events?,0,0,1
26050,49,14,3420681,Choose the correct order of the events?,0,0,1
26051,50,14,342085,Choose the correct order of the events?,3,0,0
26052,51,14,3421835,Choose the correct order of the events?,1,0,0
26053,52,14,3421885,Choose the correct order of the events?,0,0,1
26054,53,14,342263,Choose the correct order of the events?,1,0,0
26055,54,14,3422906,Choose the correct order of the events?,0,0,1
26056,55,14,3422966,Choose the correct order of the events?,1,0,0
26057,56,14,3422983,Choose the correct order of the events?,3,0,0
26058,57,14,3423222,Choose the correct order of the events?,3,0,0
26059,58,14,3423269,Choose the correct order of the events?,1,0,0
26060,59,14,3423372,Choose the correct order of the events?,3,0,0
26061,60,14,3423419,Choose the correct order of the events?,3,0,0
26062,61,14,3423440,Choose the correct order of the events?,0,0,1
26063,62,14,3423679,Choose the correct order of the events?,0,0,1
26064,63,14,342469,Choose the correct order of the events?,0,0,1
26065,64,14,34250,Choose the correct order of the events?,0,0,1
26066,65,14,342618,Choose the correct order of the events?,3,0,0
26067,66,14,34262,Choose the correct order of the events?,2,0,0
26068,67,14,3426,Choose the correct order of the events?,3,0,0
26069,68,14,34273,Choose the correct order of the events?,1,0,0
26070,69,14,34278,Choose the correct order of the events?,1,0,0
26071,70,14,3428242,Choose the correct order of the events?,2,0,0
26072,71,14,342841,Choose the correct order of the events?,3,0,0
26073,72,14,342845,Choose the correct order of the events?,3,0,0
26074,73,14,3428794,Choose the correct order of the events?,0,0,1
26075,74,14,34294,Choose the correct order of the events?,2,0,0
26076,75,14,342970,Choose the correct order of the events?,2,0,0
26077,76,14,342983,Choose the correct order of the events?,3,0,0
26078,77,14,342991,Choose the correct order of the events?,2,0,0
26079,78,14,343014,Choose the correct order of the events?,0,0,1
26080,79,14,3430518,Choose the correct order of the events?,3,0,0
26081,80,14,343058,Choose the correct order of the events?,3,0,0
26082,81,14,3430689,Choose the correct order of the events?,0,0,1
26083,82,14,3430887,Choose the correct order of the events?,3,0,0
26084,83,14,3430893,Choose the correct order of the events?,0,0,1
26085,84,14,3430964,Choose the correct order of the events?,2,0,0
26086,85,14,3431208,Choose the correct order of the events?,1,0,0
26087,86,14,34314,Choose the correct order of the events?,0,0,1
26088,87,14,3431723,Choose the correct order of the events?,0,0,1
26089,88,14,34317,Choose the correct order of the events?,0,0,1
26090,89,14,3432193,Choose the correct order of the events?,2,0,0
26091,90,14,3432,Choose the correct order of the events?,0,0,1
26092,91,14,3433829,Choose the correct order of the events?,0,0,1
26093,92,14,3433832,Choose the correct order of the events?,0,0,1
26094,93,14,34338,Choose the correct order of the events?,0,0,1
26095,94,14,3434378,Choose the correct order of the events?,0,0,1
26096,95,14,3434676,Choose the correct order of the events?,2,0,0
26097,96,14,343506,Choose the correct order of the events?,2,0,0
26098,97,14,3435135,Choose the correct order of the events?,0,0,1
26099,98,14,34357,Choose the correct order of the events?,0,0,1
26100,99,14,34358,Choose the correct order of the events?,0,0,1
26101,100,14,3435,Choose the correct order of the events?,1,0,0
26102,101,14,34371,Choose the correct order of the events?,0,0,1
26103,102,14,34372,Choose the correct order of the events?,2,0,0
26104,103,14,3437478,Choose the correct order of the events?,0,0,1
26105,104,14,3438182,Choose the correct order of the events?,2,0,0
26106,105,14,343946,Choose the correct order of the events?,0,0,1
26107,106,14,343958,Choose the correct order of the events?,3,0,0
26108,107,14,343968,Choose the correct order of the events?,0,0,1
26109,108,14,3439732,Choose the correct order of the events?,2,0,0
26110,109,14,3439758,Choose the correct order of the events?,3,0,0
26111,110,14,34407,Choose the correct order of the events?,3,0,0
26112,111,14,3440,Choose the correct order of the events?,2,0,0
26113,112,14,34412,Choose the correct order of the events?,2,0,0
26114,113,14,344150,Choose the correct order of the events?,1,0,0
26115,114,14,344180,Choose the correct order of the events?,2,0,0
26116,115,14,34422,Choose the correct order of the events?,2,0,0
26117,116,14,344262,Choose the correct order of the events?,0,0,1
26118,117,14,344294,Choose the correct order of the events?,0,0,1
26119,118,14,344369,Choose the correct order of the events?,2,0,0
26120,119,14,344434,Choose the correct order of the events?,3,0,0
26121,120,14,3444465,Choose the correct order of the events?,0,0,1
26122,121,14,344467,Choose the correct order of the events?,1,0,0
26123,122,14,344475,Choose the correct order of the events?,3,0,0
26124,123,14,344482,Choose the correct order of the events?,3,0,0
26125,124,14,344533,Choose the correct order of the events?,3,0,0
26126,125,14,3445451,Choose the correct order of the events?,1,0,0
26127,126,14,3445600,Choose the correct order of the events?,0,0,1
26128,127,14,3445809,Choose the correct order of the events?,3,0,0
26129,128,14,3446406,Choose the correct order of the events?,1,0,0
26130,129,14,3446812,Choose the correct order of the events?,1,0,0
26131,130,14,3447216,Choose the correct order of the events?,2,0,0
26132,131,14,3447318,Choose the correct order of the events?,2,0,0
26133,132,14,3447375,Choose the correct order of the events?,1,0,0
26134,133,14,3447409,Choose the correct order of the events?,2,0,0
26135,134,14,3448192,Choose the correct order of the events?,2,0,0
26136,135,14,344841,Choose the correct order of the events?,2,0,0
26137,136,14,3449048,Choose the correct order of the events?,3,0,0
26138,137,14,3449263,Choose the correct order of the events?,3,0,0
26139,138,14,3449473,Choose the correct order of the events?,3,0,0
26140,139,14,3449997,Choose the correct order of the events?,0,0,1
26141,140,14,3449,Choose the correct order of the events?,3,0,0
26142,141,14,3450007,Choose the correct order of the events?,1,0,0
26143,142,14,3450417,Choose the correct order of the events?,0,0,1
26144,143,14,3450584,Choose the correct order of the events?,0,0,1
26145,144,14,3450713,Choose the correct order of the events?,2,0,0
26146,145,14,3450,Choose the correct order of the events?,3,0,0
26147,146,14,345166,Choose the correct order of the events?,3,0,0
26148,147,14,34516,Choose the correct order of the events?,1,0,0
26149,148,14,345181,Choose the correct order of the events?,1,0,0
26150,149,14,34524,Choose the correct order of the events?,0,0,1
26151,150,14,345276,Choose the correct order of the events?,1,0,0
26152,151,14,345307,Choose the correct order of the events?,2,0,0
26153,152,14,345308,Choose the correct order of the events?,1,0,0
26154,153,14,345313,Choose the correct order of the events?,3,0,0
26155,154,14,3453686,Choose the correct order of the events?,0,0,1
26156,155,14,345372,Choose the correct order of the events?,3,0,0
26157,156,14,3453748,Choose the correct order of the events?,2,0,0
26158,157,14,345380,Choose the correct order of the events?,0,0,1
26159,158,14,3454436,Choose the correct order of the events?,0,0,1
26160,159,14,345459,Choose the correct order of the events?,0,0,1
26161,160,14,345538,Choose the correct order of the events?,1,0,0
26162,161,14,3455469,Choose the correct order of the events?,2,0,0
26163,162,14,345581,Choose the correct order of the events?,3,0,0
26164,163,14,3455829,Choose the correct order of the events?,3,0,0
26165,164,14,3456426,Choose the correct order of the events?,1,0,0
26166,165,14,345726,Choose the correct order of the events?,1,0,0
26167,166,14,345753,Choose the correct order of the events?,1,0,0
26168,167,14,345763,Choose the correct order of the events?,0,0,1
26169,168,14,345774,Choose the correct order of the events?,1,0,0
26170,169,14,345780,Choose the correct order of the events?,3,0,0
26171,170,14,3457,Choose the correct order of the events?,0,0,1
26172,171,14,3458058,Choose the correct order of the events?,3,0,0
26173,172,14,345805,Choose the correct order of the events?,3,0,0
26174,173,14,3458093,Choose the correct order of the events?,2,0,0
26175,174,14,345844,Choose the correct order of the events?,3,0,0
26176,175,14,34584,Choose the correct order of the events?,0,0,1
26177,176,14,3458520,Choose the correct order of the events?,2,0,0
26178,177,14,3458522,Choose the correct order of the events?,3,0,0
26179,178,14,345854,Choose the correct order of the events?,2,0,0
26180,179,14,345859,Choose the correct order of the events?,1,0,0
26181,180,14,345861,Choose the correct order of the events?,3,0,0
26182,181,14,3458717,Choose the correct order of the events?,2,0,0
26183,182,14,345877,Choose the correct order of the events?,3,0,0
26184,183,14,3458,Choose the correct order of the events?,1,0,0
26185,184,14,34598,Choose the correct order of the events?,0,0,1
26186,185,14,3459958,Choose the correct order of the events?,3,0,0
26187,186,14,3460205,Choose the correct order of the events?,0,0,1
26188,187,14,3460954,Choose the correct order of the events?,2,0,0
26189,188,14,3461520,Choose the correct order of the events?,0,0,1
26190,189,14,34616,Choose the correct order of the events?,3,0,0
26191,190,14,3462344,Choose the correct order of the events?,3,0,0
26192,191,14,346377,Choose the correct order of the events?,2,0,0
26193,192,14,346440,Choose the correct order of the events?,3,0,0
26194,193,14,3464473,Choose the correct order of the events?,1,0,0
26195,194,14,3464489,Choose the correct order of the events?,3,0,0
26196,195,14,346468,Choose the correct order of the events?,2,0,0
26197,196,14,346555,Choose the correct order of the events?,0,0,1
26198,197,14,3465,Choose the correct order of the events?,3,0,0
26199,198,14,34660,Choose the correct order of the events?,2,0,0
26200,199,14,346706,Choose the correct order of the events?,3,0,0
26201,200,14,3467309,Choose the correct order of the events?,2,0,0
26202,201,14,346767,Choose the correct order of the events?,1,0,0
26203,202,14,34676,Choose the correct order of the events?,3,0,0
26204,203,14,3468189,Choose the correct order of the events?,3,0,0
26205,204,14,34682,Choose the correct order of the events?,3,0,0
26206,205,14,3468638,Choose the correct order of the events?,0,0,1
26207,206,14,346918,Choose the correct order of the events?,2,0,0
26208,207,14,34691,Choose the correct order of the events?,0,0,1
26209,208,14,3469466,Choose the correct order of the events?,0,0,1
26210,209,14,3470212,Choose the correct order of the events?,3,0,0
26211,210,14,34703,Choose the correct order of the events?,1,0,0
26212,211,14,34713,Choose the correct order of the events?,0,0,1
26213,212,14,347149,Choose the correct order of the events?,0,0,1
26214,213,14,347163,Choose the correct order of the events?,3,0,0
26215,214,14,3472075,Choose the correct order of the events?,3,0,0
26216,215,14,347255,Choose the correct order of the events?,0,0,1
26217,216,14,347313,Choose the correct order of the events?,3,0,0
26218,217,14,3473695,Choose the correct order of the events?,0,0,1
26219,218,14,34736,Choose the correct order of the events?,2,0,0
26220,219,14,347373,Choose the correct order of the events?,0,0,1
26221,220,14,3473,Choose the correct order of the events?,2,0,0
26222,221,14,347439,Choose the correct order of the events?,3,0,0
26223,222,14,34747,Choose the correct order of the events?,2,0,0
26224,223,14,34753,Choose the correct order of the events?,1,0,0
26225,224,14,347580,Choose the correct order of the events?,3,0,0
26226,225,14,347600,Choose the correct order of the events?,3,0,0
26227,226,14,34763,Choose the correct order of the events?,0,0,1
26228,227,14,3476853,Choose the correct order of the events?,0,0,1
26229,228,14,3476,Choose the correct order of the events?,1,0,0
26230,229,14,3477528,Choose the correct order of the events?,1,0,0
26231,230,14,3477554,Choose the correct order of the events?,0,0,1
26232,231,14,347804,Choose the correct order of the events?,2,0,0
26233,232,14,3478255,Choose the correct order of the events?,0,0,1
26234,233,14,34784,Choose the correct order of the events?,2,0,0
26235,234,14,3478742,Choose the correct order of the events?,3,0,0
26236,235,14,3478954,Choose the correct order of the events?,0,0,1
26237,236,14,347960,Choose the correct order of the events?,2,0,0
26238,237,14,347972,Choose the correct order of the events?,2,0,0
26239,238,14,347982,Choose the correct order of the events?,1,0,0
26240,239,14,3479958,Choose the correct order of the events?,0,0,1
26241,240,14,34801,Choose the correct order of the events?,2,0,0
26242,241,14,3480912,Choose the correct order of the events?,1,0,0
26243,242,14,34817,Choose the correct order of the events?,2,0,0
26244,243,14,348212,Choose the correct order of the events?,2,0,0
26245,244,14,348227,Choose the correct order of the events?,0,0,1
26246,245,14,34825,Choose the correct order of the events?,3,0,0
26247,246,14,3482680,Choose the correct order of the events?,1,0,0
26248,247,14,3482865,Choose the correct order of the events?,0,0,1
26249,248,14,348308,Choose the correct order of the events?,0,0,1
26250,249,14,3483487,Choose the correct order of the events?,3,0,0
26251,250,14,3484022,Choose the correct order of the events?,1,0,0
26252,251,14,3484167,Choose the correct order of the events?,0,0,1
26253,252,14,3484442,Choose the correct order of the events?,0,0,1
26254,253,14,3485064,Choose the correct order of the events?,0,0,1
26255,254,14,348515,Choose the correct order of the events?,0,0,1
26256,255,14,348529,Choose the correct order of the events?,3,0,0
26257,256,14,348545,Choose the correct order of the events?,3,0,0
26258,257,14,3485520,Choose the correct order of the events?,2,0,0
26259,258,14,3485706,Choose the correct order of the events?,0,0,1
26260,259,14,3486085,Choose the correct order of the events?,2,0,0
26261,260,14,3487756,Choose the correct order of the events?,3,0,0
26262,261,14,3487910,Choose the correct order of the events?,0,0,1
26263,262,14,348836,Choose the correct order of the events?,2,0,0
26264,263,14,348839,Choose the correct order of the events?,0,0,1
26265,264,14,348874,Choose the correct order of the events?,3,0,0
26266,265,14,3488924,Choose the correct order of the events?,3,0,0
26267,266,14,348900,Choose the correct order of the events?,2,0,0
26268,267,14,3489846,Choose the correct order of the events?,0,0,1
26269,268,14,3490267,Choose the correct order of the events?,2,0,0
26270,269,14,3490677,Choose the correct order of the events?,0,0,1
26271,270,14,3491186,Choose the correct order of the events?,1,0,0
26272,271,14,3491236,Choose the correct order of the events?,3,0,0
26273,272,14,3491473,Choose the correct order of the events?,2,0,0
26274,273,14,3494221,Choose the correct order of the events?,1,0,0
26275,274,14,3494323,Choose the correct order of the events?,2,0,0
26276,275,14,349494,Choose the correct order of the events?,3,0,0
26277,276,14,3495901,Choose the correct order of the events?,3,0,0
26278,277,14,3496158,Choose the correct order of the events?,2,0,0
26279,278,14,3496348,Choose the correct order of the events?,3,0,0
26280,279,14,3496409,Choose the correct order of the events?,3,0,0
26281,280,14,349650,Choose the correct order of the events?,0,0,1
26282,281,14,3496705,Choose the correct order of the events?,3,0,0
26283,282,14,3497304,Choose the correct order of the events?,3,0,0
26284,283,14,3497322,Choose the correct order of the events?,0,0,1
26285,284,14,3499249,Choose the correct order of the events?,1,0,0
26286,285,14,3499444,Choose the correct order of the events?,1,0,0
26287,286,14,3499755,Choose the correct order of the events?,3,0,0
26288,287,14,349989,Choose the correct order of the events?,1,0,0
26289,288,14,3499945,Choose the correct order of the events?,3,0,0
26290,289,14,350021,Choose the correct order of the events?,3,0,0
26291,290,14,350026,Choose the correct order of the events?,3,0,0
26292,291,14,3502789,Choose the correct order of the events?,2,0,0
26293,292,14,3502998,Choose the correct order of the events?,2,0,0
26294,293,14,350299,Choose the correct order of the events?,1,0,0
26295,294,14,350324,Choose the correct order of the events?,1,0,0
26296,295,14,350349,Choose the correct order of the events?,2,0,0
26297,296,14,350385,Choose the correct order of the events?,0,0,1
26298,297,14,350408,Choose the correct order of the events?,1,0,0
26299,298,14,350438,Choose the correct order of the events?,3,0,0
26300,299,14,350568,Choose the correct order of the events?,2,0,0
26301,300,14,350606,Choose the correct order of the events?,0,0,1
26302,301,14,3506117,Choose the correct order of the events?,1,0,0
26303,302,14,3506316,Choose the correct order of the events?,1,0,0
26304,303,14,350639,Choose the correct order of the events?,0,0,1
26305,304,14,350658,Choose the correct order of the events?,2,0,0
26306,305,14,3506759,Choose the correct order of the events?,3,0,0
26307,306,14,3506932,Choose the correct order of the events?,0,0,1
26308,307,14,3507378,Choose the correct order of the events?,1,0,0
26309,308,14,3507446,Choose the correct order of the events?,1,0,0
26310,309,14,350754,Choose the correct order of the events?,3,0,0
26311,310,14,3507648,Choose the correct order of the events?,3,0,0
26312,311,14,350861,Choose the correct order of the events?,3,0,0
26313,312,14,350892,Choose the correct order of the events?,3,0,0
26314,313,14,350928,Choose the correct order of the events?,2,0,0
26315,314,14,3509806,Choose the correct order of the events?,3,0,0
26316,315,14,3509972,Choose the correct order of the events?,2,0,0
26317,316,14,3509997,Choose the correct order of the events?,3,0,0
26318,317,14,351031,Choose the correct order of the events?,2,0,0
26319,318,14,35104,Choose the correct order of the events?,2,0,0
26320,319,14,3510802,Choose the correct order of the events?,0,0,1
26321,320,14,351087,Choose the correct order of the events?,3,0,0
26322,321,14,3511086,Choose the correct order of the events?,2,0,0
26323,322,14,351155,Choose the correct order of the events?,1,0,0
26324,323,14,351156,Choose the correct order of the events?,3,0,0
26325,324,14,3511648,Choose the correct order of the events?,3,0,0
26326,325,14,3511677,Choose the correct order of the events?,3,0,0
26327,326,14,351197,Choose the correct order of the events?,0,0,1
26328,327,14,35121,Choose the correct order of the events?,0,0,1
26329,328,14,35124,Choose the correct order of the events?,3,0,0
26330,329,14,351278,Choose the correct order of the events?,1,0,0
26331,330,14,351291,Choose the correct order of the events?,3,0,0
26332,331,14,351296,Choose the correct order of the events?,0,0,1
26333,332,14,3513191,Choose the correct order of the events?,3,0,0
26334,333,14,35135,Choose the correct order of the events?,3,0,0
26335,334,14,351392,Choose the correct order of the events?,3,0,0
26336,335,14,351394,Choose the correct order of the events?,1,0,0
26337,336,14,3514256,Choose the correct order of the events?,0,0,1
26338,337,14,35143,Choose the correct order of the events?,2,0,0
26339,338,14,351458,Choose the correct order of the events?,3,0,0
26340,339,14,351460,Choose the correct order of the events?,1,0,0
26341,340,14,3514951,Choose the correct order of the events?,3,0,0
26342,341,14,351529,Choose the correct order of the events?,0,0,1
26343,342,14,351548,Choose the correct order of the events?,2,0,0
26344,343,14,3516391,Choose the correct order of the events?,0,0,1
26345,344,14,351679,Choose the correct order of the events?,1,0,0
26346,345,14,3516905,Choose the correct order of the events?,3,0,0
26347,346,14,3516,Choose the correct order of the events?,2,0,0
26348,347,14,35174,Choose the correct order of the events?,1,0,0
26349,348,14,351763,Choose the correct order of the events?,0,0,1
26350,349,14,3517839,Choose the correct order of the events?,1,0,0
26351,350,14,3518575,Choose the correct order of the events?,3,0,0
26352,351,14,3519643,Choose the correct order of the events?,3,0,0
26353,352,14,3520310,Choose the correct order of the events?,3,0,0
26354,353,14,3520483,Choose the correct order of the events?,2,0,0
26355,354,14,3520779,Choose the correct order of the events?,3,0,0
26356,355,14,3521008,Choose the correct order of the events?,3,0,0
26357,356,14,3521168,Choose the correct order of the events?,3,0,0
26358,357,14,3521195,Choose the correct order of the events?,0,0,1
26359,358,14,3521209,Choose the correct order of the events?,2,0,0
26360,359,14,352213,Choose the correct order of the events?,3,0,0
26361,360,14,3522287,Choose the correct order of the events?,2,0,0
26362,361,14,35225,Choose the correct order of the events?,1,0,0
26363,362,14,352265,Choose the correct order of the events?,3,0,0
26364,363,14,3522903,Choose the correct order of the events?,1,0,0
26365,364,14,352399,Choose the correct order of the events?,3,0,0
26366,365,14,3524006,Choose the correct order of the events?,2,0,0
26367,366,14,3524056,Choose the correct order of the events?,3,0,0
26368,367,14,3524081,Choose the correct order of the events?,2,0,0
26369,368,14,3524132,Choose the correct order of the events?,1,0,0
26370,369,14,352433,Choose the correct order of the events?,2,0,0
26371,370,14,3524526,Choose the correct order of the events?,1,0,0
26372,371,14,3524542,Choose the correct order of the events?,0,0,1
26373,372,14,352517,Choose the correct order of the events?,3,0,0
26374,373,14,3526664,Choose the correct order of the events?,1,0,0
26375,374,14,3527018,Choose the correct order of the events?,2,0,0
26376,375,14,3528884,Choose the correct order of the events?,3,0,0
26377,376,14,3528888,Choose the correct order of the events?,1,0,0
26378,377,14,3529089,Choose the correct order of the events?,2,0,0
26379,378,14,3529176,Choose the correct order of the events?,0,0,1
26380,379,14,3529364,Choose the correct order of the events?,1,0,0
26381,380,14,3529707,Choose the correct order of the events?,0,0,1
26382,381,14,3529765,Choose the correct order of the events?,3,0,0
26383,382,14,3529,Choose the correct order of the events?,2,0,0
26384,383,14,3530224,Choose the correct order of the events?,1,0,0
26385,384,14,35308,Choose the correct order of the events?,2,0,0
26386,385,14,3530930,Choose the correct order of the events?,3,0,0
26387,386,14,3532864,Choose the correct order of the events?,0,0,1
26388,387,14,353307,Choose the correct order of the events?,1,0,0
26389,388,14,35342,Choose the correct order of the events?,1,0,0
26390,389,14,35352,Choose the correct order of the events?,0,0,1
26391,390,14,3535528,Choose the correct order of the events?,2,0,0
26392,391,14,35358,Choose the correct order of the events?,1,0,0
26393,392,14,353632,Choose the correct order of the events?,2,0,0
26394,393,14,353637,Choose the correct order of the events?,1,0,0
26395,394,14,3536879,Choose the correct order of the events?,1,0,0
26396,395,14,3536940,Choose the correct order of the events?,3,0,0
26397,396,14,353709,Choose the correct order of the events?,3,0,0
26398,397,14,3537212,Choose the correct order of the events?,1,0,0
26399,398,14,3537239,Choose the correct order of the events?,1,0,0
26400,399,14,3537,Choose the correct order of the events?,0,0,1
26401,400,14,3538032,Choose the correct order of the events?,2,0,0
26402,401,14,353877,Choose the correct order of the events?,3,0,0
26403,402,14,3539850,Choose the correct order of the events?,3,0,0
26404,403,14,35400,Choose the correct order of the events?,2,0,0
26405,404,14,35407,Choose the correct order of the events?,1,0,0
26406,405,14,354098,Choose the correct order of the events?,0,0,1
26407,406,14,354099,Choose the correct order of the events?,0,0,1
26408,407,14,354106,Choose the correct order of the events?,1,0,0
26409,408,14,354108,Choose the correct order of the events?,0,0,1
26410,409,14,3541114,Choose the correct order of the events?,2,0,0
26411,410,14,3541349,Choose the correct order of the events?,0,0,1
26412,411,14,354137,Choose the correct order of the events?,2,0,0
26413,412,14,354149,Choose the correct order of the events?,2,0,0
26414,413,14,3542271,Choose the correct order of the events?,1,0,0
26415,414,14,35424,Choose the correct order of the events?,3,0,0
26416,415,14,354279,Choose the correct order of the events?,2,0,0
26417,416,14,35430,Choose the correct order of the events?,0,0,1
26418,417,14,354328,Choose the correct order of the events?,2,0,0
26419,418,14,354391,Choose the correct order of the events?,1,0,0
26420,419,14,354412,Choose the correct order of the events?,0,0,1
26421,420,14,3544181,Choose the correct order of the events?,1,0,0
26422,421,14,35442,Choose the correct order of the events?,1,0,0
26423,422,14,354457,Choose the correct order of the events?,2,0,0
26424,423,14,354487,Choose the correct order of the events?,0,0,1
26425,424,14,35451,Choose the correct order of the events?,1,0,0
26426,425,14,354573,Choose the correct order of the events?,2,0,0
26427,426,14,354601,Choose the correct order of the events?,1,0,0
26428,427,14,354613,Choose the correct order of the events?,3,0,0
26429,428,14,3546146,Choose the correct order of the events?,2,0,0
26430,429,14,354684,Choose the correct order of the events?,3,0,0
26431,430,14,354748,Choose the correct order of the events?,0,0,1
26432,431,14,354770,Choose the correct order of the events?,3,0,0
26433,432,14,3547947,Choose the correct order of the events?,1,0,0
26434,433,14,3548025,Choose the correct order of the events?,2,0,0
26435,434,14,354837,Choose the correct order of the events?,3,0,0
26436,435,14,3548403,Choose the correct order of the events?,1,0,0
26437,436,14,3548451,Choose the correct order of the events?,0,0,1
26438,437,14,35488,Choose the correct order of the events?,0,0,1
26439,438,14,354901,Choose the correct order of the events?,2,0,0
26440,439,14,3549169,Choose the correct order of the events?,1,0,0
26441,440,14,3549620,Choose the correct order of the events?,1,0,0
26442,441,14,3549737,Choose the correct order of the events?,3,0,0
26443,442,14,35502,Choose the correct order of the events?,1,0,0
26444,443,14,3550555,Choose the correct order of the events?,3,0,0
26445,444,14,3550,Choose the correct order of the events?,0,0,1
26446,445,14,355106,Choose the correct order of the events?,1,0,0
26447,446,14,35510,Choose the correct order of the events?,3,0,0
26448,447,14,355120,Choose the correct order of the events?,0,0,1
26449,448,14,3551367,Choose the correct order of the events?,2,0,0
26450,449,14,3551471,Choose the correct order of the events?,1,0,0
26451,450,14,3551766,Choose the correct order of the events?,1,0,0
26452,451,14,3551792,Choose the correct order of the events?,0,0,1
26453,452,14,35517,Choose the correct order of the events?,2,0,0
26454,453,14,355181,Choose the correct order of the events?,3,0,0
26455,454,14,3551838,Choose the correct order of the events?,3,0,0
26456,455,14,3551983,Choose the correct order of the events?,3,0,0
26457,456,14,35520,Choose the correct order of the events?,2,0,0
26458,457,14,3552109,Choose the correct order of the events?,2,0,0
26459,458,14,3552135,Choose the correct order of the events?,1,0,0
26460,459,14,3552440,Choose the correct order of the events?,3,0,0
26461,460,14,3552479,Choose the correct order of the events?,2,0,0
26462,461,14,355340,Choose the correct order of the events?,3,0,0
26463,462,14,3554282,Choose the correct order of the events?,3,0,0
26464,463,14,3555062,Choose the correct order of the events?,3,0,0
26465,464,14,3555160,Choose the correct order of the events?,1,0,0
26466,465,14,3555471,Choose the correct order of the events?,0,0,1
26467,466,14,3555510,Choose the correct order of the events?,2,0,0
26468,467,14,35558,Choose the correct order of the events?,1,0,0
26469,468,14,3556001,Choose the correct order of the events?,2,0,0
26470,469,14,3556181,Choose the correct order of the events?,2,0,0
26471,470,14,3556286,Choose the correct order of the events?,2,0,0
26472,471,14,3556296,Choose the correct order of the events?,1,0,0
26473,472,14,3556360,Choose the correct order of the events?,1,0,0
26474,473,14,3556422,Choose the correct order of the events?,2,0,0
