index,filenumber,qid,question,origanswer,generatedanswer,correctness
20860,11,228589,"Question: 
Answer Choices are: 
a. [1, 5, 0, 3, 4, 2]
b. [1, 3, 2, 4, 5, 0]
c. [2, 3, 5, 4, 0, 1]
d. [1, 0, 3, 2, 4, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [1, 0, 3, 2, 4, 5]",0
20861,11,228591,"Question: 
Answer Choices are: 
a. [0, 6, 5, 2, 3, 1, 4]
b. [3, 4, 6, 5, 1, 2, 0]
c. [2, 1, 4, 3, 6, 5, 0]
d. [2, 6, 5, 1, 0, 3, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is c.,0
20862,11,2285935,"Question: 
Answer Choices are: 
a. [0, 6, 5, 2, 4, 3, 1]
b. [1, 4, 6, 3, 2, 5, 0]
c. [6, 5, 3, 1, 0, 2, 4]
d. [1, 0, 4, 2, 5, 6, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [6, 5, 3, 1, 0, 2, 4]",1
20863,11,2285998,"Question: 
Answer Choices are: 
a. [2, 0, 1, 3]
b. [2, 0, 3, 1]
c. [2, 0, 1, 3]
d. [3, 1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [3, 1, 0, 2]",0
20864,11,2285999,"Question: 
Answer Choices are: 
a. [0, 2, 3, 1]
b. [2, 0, 3, 1]
c. [3, 0, 2, 1]
d. [0, 3, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [0, 3, 1, 2]",0
20865,11,2286054,"Question: 
Answer Choices are: 
a. [1, 0]
b. [1, 0]
c. [1, 0]
d. [1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"a. [1, 0]",1
20866,11,2286055,"Question: 
Answer Choices are: 
a. [2, 3, 1, 6, 4, 0, 7, 5]
b. [3, 1, 7, 4, 6, 2, 5, 0]
c. [5, 2, 1, 4, 0, 6, 7, 3]
d. [7, 5, 4, 1, 0, 6, 3, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is b.,0
20867,11,2286198,"Question: 
Answer Choices are: 
a. [6, 2, 4, 3, 1, 5, 0]
b. [2, 0, 5, 4, 1, 6, 3]
c. [2, 4, 0, 3, 1, 5, 6]
d. [2, 1, 3, 5, 6, 0, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The correct order of events is a. [6, 2, 4, 3, 1, 5, 0]",1
20868,11,228659,"Question: 
Answer Choices are: 
a. [1, 3, 5, 2, 0, 4]
b. [3, 4, 2, 5, 0, 1]
c. [1, 3, 4, 2, 0, 5]
d. [2, 5, 0, 3, 4, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"c. [1, 3, 4, 2, 0, 5]",0
20869,11,2286665,"Question: 
Answer Choices are: 
a. [6, 0, 5, 3, 2, 4, 1]
b. [6, 0, 2, 1, 5, 3, 4]
c. [0, 4, 6, 3, 5, 1, 2]
d. [6, 4, 0, 3, 2, 1, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is b.,1
20870,11,2287282,"Question: 
Answer Choices are: 
a. [2, 0, 1, 3]
b. [3, 2, 0, 1]
c. [3, 1, 2, 0]
d. [3, 2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [3, 2, 1, 0]",0
20871,11,2287461,"Question: 
Answer Choices are: 
a. [5, 4, 0, 3, 2, 6, 1]
b. [5, 3, 1, 2, 0, 4, 6]
c. [4, 2, 0, 6, 3, 5, 1]
d. [2, 4, 6, 3, 1, 5, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [2, 4, 6, 3, 1, 5, 0]",1
20872,11,2287473,"Question: 
Answer Choices are: 
a. [4, 5, 2, 1, 3, 0]
b. [1, 3, 2, 0, 5, 4]
c. [3, 0, 5, 2, 4, 1]
d. [3, 1, 2, 5, 0, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [3, 0, 5, 2, 4, 1]",1
20873,11,2287671,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [2, 1, 0]
c. [0, 1, 2]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [2, 0, 1]",0
20874,11,2287742,"Question: 
Answer Choices are: 
a. [3, 2, 4, 1, 0]
b. [4, 1, 0, 2, 3]
c. [1, 4, 2, 0, 3]
d. [1, 3, 2, 4, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [1, 3, 2, 4, 0]",0
20875,11,228792,"Question: 
Answer Choices are: 
a. [2, 1, 0]
b. [2, 1, 0]
c. [1, 2, 0]
d. [0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,d,0
20876,11,228796,"Question: 
Answer Choices are: 
a. [3, 1, 2, 0]
b. [0, 2, 1, 3]
c. [3, 1, 2, 0]
d. [0, 2, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,b,1
20877,11,2288023,"Question: 
Answer Choices are: 
a. [0, 2, 1, 3]
b. [3, 0, 1, 2]
c. [1, 2, 3, 0]
d. [0, 3, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is c.,0
20878,11,2288301,"Question: 
Answer Choices are: 
a. [3, 8, 4, 6, 7, 0, 2, 1, 5]
b. [0, 7, 8, 6, 4, 3, 2, 5, 1]
c. [2, 7, 8, 1, 6, 0, 5, 3, 4]
d. [1, 5, 4, 7, 2, 6, 0, 8, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"c. [2, 7, 8, 1, 6, 0, 5, 3, 4]",0
20879,11,2288333,"Question: 
Answer Choices are: 
a. [1, 3, 2, 0]
b. [0, 1, 3, 2]
c. [1, 2, 0, 3]
d. [1, 0, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"c. [1, 2, 0, 3]",0
20880,11,2288387,"Question: 
Answer Choices are: 
a. [3, 0, 1, 2]
b. [1, 3, 0, 2]
c. [2, 3, 1, 0]
d. [2, 0, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"c. [2, 3, 1, 0]",0
20881,11,2288587,"Question: 
Answer Choices are: 
a. [2, 0, 1, 3]
b. [1, 3, 2, 0]
c. [3, 1, 2, 0]
d. [0, 2, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The correct order of events in the passage is d. [0, 2, 1, 3]",0
20882,11,2288676,"Question: 
Answer Choices are: 
a. [2, 1, 0]
b. [1, 0, 2]
c. [0, 2, 1]
d. [0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,d,0
20883,11,2288887,"Question: 
Answer Choices are: 
a. [3, 1, 0, 2, 4]
b. [4, 3, 2, 0, 1]
c. [0, 1, 4, 3, 2]
d. [2, 4, 0, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is c.,0
20884,11,2288896,"Question: 
Answer Choices are: 
a. [2, 1, 0, 3]
b. [0, 2, 1, 3]
c. [0, 1, 2, 3]
d. [3, 0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events is c. [0, 1, 2, 3]",1
20885,11,228895,"Question: 
Answer Choices are: 
a. [2, 3, 1, 4, 0]
b. [3, 2, 0, 1, 4]
c. [2, 1, 0, 4, 3]
d. [4, 2, 1, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The correct order of events in the passage is c.,0
20886,11,2289118,"Question: 
Answer Choices are: 
a. [0, 4, 5, 3, 1, 2]
b. [4, 0, 2, 3, 5, 1]
c. [2, 1, 4, 0, 5, 3]
d. [5, 0, 2, 1, 3, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
20887,11,228939,"Question: 
Answer Choices are: 
a. [5, 1, 4, 6, 2, 0, 3]
b. [2, 1, 0, 4, 6, 5, 3]
c. [3, 0, 1, 2, 5, 4, 6]
d. [6, 0, 2, 4, 3, 5, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The answer is c. 3, 0, 1, 2, 5, 4, 6.",1
20888,11,228948,"Question: 
Answer Choices are: 
a. [0, 2, 4, 3, 1]
b. [2, 3, 1, 0, 4]
c. [4, 2, 3, 1, 0]
d. [1, 2, 0, 3, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is d.,0
20889,11,2289566,"Question: 
Answer Choices are: 
a. [1, 3, 2, 4, 0]
b. [0, 4, 1, 3, 2]
c. [4, 0, 3, 1, 2]
d. [2, 3, 0, 4, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is d.,1
20890,11,2289660,"Question: 
Answer Choices are: 
a. [1, 0, 2, 1]
b. [1, 2, 1, 0]
c. [1, 0, 2, 1]
d. [1, 1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,b,1
20891,11,2289908,"Question: 
Answer Choices are: 
a. [1, 0, 2, 3]
b. [0, 1, 3, 2]
c. [2, 3, 1, 0]
d. [0, 1, 3, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [0, 1, 3, 2]",0
20892,11,2290276,"Question: 
Answer Choices are: 
a. [4, 8, 0, 6, 1, 9, 3, 1, 2, 7, 5]
b. [1, 2, 8, 7, 9, 1, 4, 6, 0, 5, 3]
c. [1, 6, 2, 3, 9, 4, 5, 1, 8, 7, 0]
d. [9, 8, 4, 2, 5, 6, 7, 0, 1, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
20893,11,2290390,"Question: 
Answer Choices are: 
a. [2, 5, 0, 4, 3, 0]
b. [0, 4, 0, 5, 3, 2]
c. [0, 3, 0, 5, 4, 2]
d. [0, 2, 0, 3, 4, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [0, 2, 0, 3, 4, 5]",1
20894,11,229100,"Question: 
Answer Choices are: 
a. [3, 0, 1, 2]
b. [2, 0, 1, 3]
c. [1, 0, 3, 2]
d. [0, 2, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [0, 2, 1, 3]",0
20895,11,229122,"Question: 
Answer Choices are: 
a. [2, 4, 1, 3, 0]
b. [3, 2, 1, 4, 0]
c. [3, 2, 4, 0, 1]
d. [0, 1, 4, 3, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is: a. [2, 4, 1, 3, 0]",0
20896,11,2291260,"Question: 
Answer Choices are: 
a. [9, 4, 8, 0, 7, 5, 1, 6, 10, 2, 3]
b. [9, 6, 5, 10, 8, 4, 7, 1, 2, 0, 3]
c. [6, 2, 3, 10, 1, 7, 4, 0, 8, 5, 9]
d. [5, 4, 10, 6, 7, 8, 2, 1, 3, 9, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is c.,1
20897,11,2291384,"Question: 
Answer Choices are: 
a. [1, 2, 0, 3, 5, 4]
b. [3, 1, 5, 4, 2, 0]
c. [2, 0, 4, 3, 5, 1]
d. [5, 0, 4, 1, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"a. [1, 2, 0, 3, 5, 4]",0
20898,11,229201,"Question: 
Answer Choices are: 
a. [0, 2, 0]
b. [2, 0, 0]
c. [0, 0, 2]
d. [0, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [0, 0, 2]",0
20899,11,229231,"Question: 
Answer Choices are: 
a. [3, 0, 2, 1, 4]
b. [1, 3, 2, 4, 0]
c. [2, 0, 3, 4, 1]
d. [3, 1, 4, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"b. [1, 3, 2, 4, 0]",0
20900,11,229288,"Question: 
Answer Choices are: 
a. [1, 5, 3, 4, 2, 0]
b. [1, 3, 4, 2, 5, 0]
c. [3, 4, 0, 1, 5, 2]
d. [0, 1, 3, 5, 4, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The correct order of events is d.,0
20901,11,22928,"Question: 
Answer Choices are: 
a. [4, 1, 0, 2, 3]
b. [4, 3, 2, 1, 0]
c. [1, 2, 4, 0, 3]
d. [4, 2, 3, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [4, 2, 3, 0, 1]",0
20902,11,229302,"Question: 
Answer Choices are: 
a. [1, 3, 2, 0]
b. [0, 1, 2, 3]
c. [1, 2, 3, 0]
d. [1, 0, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"The correct order of events is b. [0, 1, 2, 3]",1
20903,11,229314,"Question: 
Answer Choices are: 
a. [2, 0, 1, 3]
b. [3, 0, 2, 1]
c. [1, 2, 0, 3]
d. [2, 1, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"a. [2, 0, 1, 3]",0
20904,11,2293304,"Question: 
Answer Choices are: 
a. [3, 1, 2, 0]
b. [0, 1, 2, 3]
c. [3, 0, 1, 2]
d. [2, 3, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is a. [3, 1, 2, 0].",0
20905,11,229337,"Question: 
Answer Choices are: 
a. [2, 1, 0, 3]
b. [0, 2, 3, 1]
c. [2, 3, 1, 0]
d. [2, 3, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [2, 3, 1, 0]",1
20906,11,22934,"Question: 
Answer Choices are: 
a. [0, 7, 5, 2, 3, 6, 1, 8, 4]
b. [0, 3, 7, 5, 4, 8, 6, 2, 1]
c. [6, 8, 0, 1, 4, 7, 2, 5, 3]
d. [2, 0, 3, 7, 1, 8, 5, 4, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [2, 0, 3, 7, 1, 8, 5, 4, 6]",1
20907,11,2293545,"Question: 
Answer Choices are: 
a. [0, 1, 2, 3]
b. [1, 2, 3, 0]
c. [3, 2, 1, 0]
d. [3, 1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [3, 1, 2, 0]",0
20908,11,22938,"Question: 
Answer Choices are: 
a. [4, 2, 3, 1, 0]
b. [4, 3, 0, 1, 2]
c. [3, 2, 0, 4, 1]
d. [3, 0, 2, 1, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"c. [3, 2, 0, 4, 1]",0
20909,11,22939,"Question: 
Answer Choices are: 
a. [2, 1, 3, 0]
b. [2, 1, 3, 0]
c. [1, 3, 2, 0]
d. [3, 1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [3, 1, 2, 0]",0
20910,11,229426,"Question: 
Answer Choices are: 
a. [0, 5, 7, 3, 4, 6, 2, 1]
b. [6, 4, 3, 0, 7, 2, 1, 5]
c. [4, 5, 7, 2, 6, 3, 0, 1]
d. [0, 3, 2, 4, 7, 1, 6, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [0, 3, 2, 4, 7, 1, 6, 5]",0
20911,11,229431,"Question: 
Answer Choices are: 
a. [4, 5, 2, 3, 0, 1]
b. [2, 4, 5, 3, 0, 1]
c. [0, 4, 2, 5, 3, 1]
d. [3, 0, 4, 5, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is b.,0
20912,11,2294515,"Question: 
Answer Choices are: 
a. [0, 2, 1]
b. [2, 1, 0]
c. [1, 0, 2]
d. [0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
20913,11,22948,"Question: 
Answer Choices are: 
a. [3, 1, 0, 4, 2]
b. [3, 1, 2, 0, 4]
c. [2, 0, 1, 4, 3]
d. [4, 3, 1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [4, 3, 1, 2, 0]",0
20914,11,2294913,"Question: 
Answer Choices are: 
a. [2, 3, 0, 1]
b. [1, 3, 2, 0]
c. [2, 1, 3, 0]
d. [2, 0, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [2, 0, 1, 3]",1
20915,11,2294926,"Question: 
Answer Choices are: 
a. [2, 3, 0, 1]
b. [3, 1, 0, 2]
c. [0, 1, 3, 2]
d. [1, 0, 3, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is b.,0
20916,11,2294944,"Question: 
Answer Choices are: 
a. [2, 1, 3, 0]
b. [0, 1, 3, 2]
c. [0, 3, 1, 2]
d. [0, 1, 3, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [0, 1, 3, 2]",0
20917,11,2294962,"Question: 
Answer Choices are: 
a. [1, 2, 0]
b. [1, 0, 2]
c. [1, 2, 0]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [1, 2, 0]",1
20918,11,2294974,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [0, 2, 1]
c. [2, 0, 1]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
20919,11,2295082,"Question: 
Answer Choices are: 
a. [0, 3, 5, 1, 2, 4]
b. [4, 3, 0, 2, 5, 1]
c. [0, 4, 5, 2, 3, 1]
d. [2, 3, 4, 5, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is c.,0
20920,11,22950,"Question: 
Answer Choices are: 
a. [2, 0, 4, 1, 5, 3, 6]
b. [0, 3, 5, 4, 6, 1, 2]
c. [6, 0, 5, 1, 2, 3, 4]
d. [6, 3, 0, 1, 5, 2, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"c. [6, 0, 5, 1, 2, 3, 4]",0
20921,11,229539,"Question: 
Answer Choices are: 
a. [2, 4, 3, 1, 0]
b. [1, 4, 3, 0, 2]
c. [2, 4, 3, 0, 1]
d. [0, 4, 2, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events is c. [2, 4, 3, 0, 1]",1
20922,11,229562,"Question: 
Answer Choices are: 
a. [3, 2, 5, 0, 4, 1]
b. [4, 5, 3, 2, 0, 1]
c. [4, 3, 0, 5, 2, 1]
d. [5, 4, 3, 1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [5, 4, 3, 1, 0, 2]",0
20923,11,2295880,"Question: 
Answer Choices are: 
a. [3, 1, 2, 4, 0]
b. [3, 4, 2, 0, 1]
c. [4, 0, 2, 1, 3]
d. [1, 4, 3, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"The correct order of events in the passage is a. [3, 1, 2, 4, 0].",0
20924,11,22958,"Question: 
Answer Choices are: 
a. [6, 8, 5, 2, 9, 0, 4, 7, 1, 3]
b. [4, 6, 2, 9, 7, 1, 0, 8, 5, 3]
c. [8, 1, 6, 2, 0, 9, 3, 5, 4, 7]
d. [4, 6, 7, 5, 9, 1, 3, 8, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [4, 6, 7, 5, 9, 1, 3, 8, 2, 0]",0
20925,11,2295975,"Question: 
Answer Choices are: 
a. [3, 2, 1, 0, 4]
b. [0, 3, 2, 1, 4]
c. [0, 3, 4, 1, 2]
d. [2, 3, 4, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [2, 3, 4, 0, 1]",1
20926,11,2296192,"Question: 
Answer Choices are: 
a. [2, 0, 3, 1]
b. [0, 1, 2, 3]
c. [0, 1, 2, 3]
d. [0, 3, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The answer is c. [0, 1, 2, 3]",0
20927,11,2296201,"Question: 
Answer Choices are: 
a. [2, 0, 1, 3]
b. [2, 1, 3, 0]
c. [2, 0, 3, 1]
d. [1, 2, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,d,0
20928,11,229680,"Question: 
Answer Choices are: 
a. [1, 0]
b. [0, 1]
c. [0, 1]
d. [0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is b.,0
20929,11,229683,"Question: 
Answer Choices are: 
a. [4, 0, 3, 1, 2]
b. [3, 4, 1, 0, 2]
c. [2, 3, 0, 1, 4]
d. [0, 3, 1, 2, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [0, 3, 1, 2, 4]",1
20930,11,2296901,"Question: 
Answer Choices are: 
a. [5, 1, 6, 4, 7, 2, 3, 0]
b. [0, 2, 7, 6, 1, 5, 4, 3]
c. [7, 1, 6, 4, 5, 0, 2, 3]
d. [2, 7, 1, 6, 4, 5, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is b.,0
20931,11,229695,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [0, 1, 2]
c. [2, 1, 0]
d. [0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is b.,0
20932,11,2297078,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [2, 0, 1]
c. [0, 1, 2]
d. [0, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
20933,11,229719,"Question: 
Answer Choices are: 
a. [3, 1, 4, 0, 2]
b. [1, 3, 4, 0, 2]
c. [1, 3, 0, 4, 2]
d. [4, 3, 2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"a. [3, 1, 4, 0, 2]",0
20934,11,2297300,"Question: 
Answer Choices are: 
a. [2, 2, 2, 1, 0, 6, 5, 3]
b. [2, 1, 3, 6, 5, 0, 2, 2]
c. [1, 0, 2, 2, 3, 6, 2, 5]
d. [2, 1, 2, 3, 2, 5, 0, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is a. [2, 2, 2, 1, 0, 6, 5, 3]",0
20935,11,2297871,"Question: 
Answer Choices are: 
a. [5, 1, 3, 4, 0, 2]
b. [1, 2, 4, 3, 0, 5]
c. [0, 5, 4, 3, 1, 2]
d. [3, 0, 1, 4, 2, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"b. [1, 2, 4, 3, 0, 5]",1
20936,11,229807,"Question: 
Answer Choices are: 
a. [0, 1, 2]
b. [2, 1, 0]
c. [1, 0, 2]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is a. [0, 1, 2]",0
20937,11,2298212,"Question: 
Answer Choices are: 
a. [2, 0, 1, 3, 4]
b. [0, 3, 2, 1, 4]
c. [2, 3, 4, 0, 1]
d. [2, 3, 1, 4, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The correct order of events is c.,1
20938,11,2298221,"Question: 
Answer Choices are: 
a. [2, 1, 0, 3]
b. [2, 1, 0, 3]
c. [0, 3, 1, 2]
d. [1, 2, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The Correct Answer is C.,0
20939,11,229827,"Question: 
Answer Choices are: 
a. [2, 1, 0]
b. [1, 2, 0]
c. [1, 2, 0]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [2, 0, 1]",0
20940,11,229838,"Question: 
Answer Choices are: 
a. [3, 1, 2, 0, 4]
b. [2, 0, 1, 4, 3]
c. [0, 1, 2, 4, 3]
d. [4, 3, 2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [4, 3, 2, 0, 1]",0
20941,11,2298441,"Question: 
Answer Choices are: 
a. [5, 3, 0, 4, 6, 1, 2]
b. [0, 4, 2, 3, 6, 1, 5]
c. [6, 1, 4, 2, 3, 5, 0]
d. [6, 1, 2, 4, 3, 5, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [6, 1, 2, 4, 3, 5, 0]",0
20942,11,229917,"Question: 
Answer Choices are: 
a. [2, 6, 0, 3, 1, 4, 5]
b. [4, 2, 5, 6, 0, 3, 1]
c. [1, 5, 2, 4, 3, 6, 0]
d. [1, 3, 6, 5, 0, 4, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"a. [2, 6, 0, 3, 1, 4, 5]",0
20943,11,229922,"Question: 
Answer Choices are: 
a. [3, 2, 1, 5, 0, 4]
b. [0, 5, 1, 2, 4, 3]
c. [4, 0, 3, 1, 5, 2]
d. [5, 4, 3, 0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [5, 4, 3, 0, 2, 1]",0
20944,11,22992,"Question: 
Answer Choices are: 
a. [2, 1, 0]
b. [2, 0, 1]
c. [0, 2, 1]
d. [1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"b. [2, 0, 1]",0
20945,11,229942,"Question: 
Answer Choices are: 
a. [4, 3, 2, 0, 1, 5]
b. [2, 3, 1, 4, 5, 0]
c. [5, 1, 3, 4, 0, 2]
d. [2, 0, 5, 3, 4, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [2, 0, 5, 3, 4, 1]",0
20946,11,229963,"Question: 
Answer Choices are: 
a. [2, 0, 1]
b. [2, 0, 1]
c. [2, 0, 1]
d. [2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [2, 1, 0]",0
20947,11,229964,"Question: 
Answer Choices are: 
a. [3, 5, 2, 4, 1, 0]
b. [2, 4, 1, 3, 0, 5]
c. [0, 2, 5, 3, 4, 1]
d. [0, 4, 2, 1, 3, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"c. [0, 2, 5, 3, 4, 1]",0
20948,11,2299659,"Question: 
Answer Choices are: 
a. [2, 1, 0]
b. [2, 1, 0]
c. [0, 1, 2]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
20949,11,2299905,"Question: 
Answer Choices are: 
a. [0, 3, 1, 4, 2]
b. [1, 4, 3, 0, 2]
c. [4, 1, 2, 3, 0]
d. [4, 1, 0, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is d.,0
20950,11,23000,"Question: 
Answer Choices are: 
a. [1, 5, 3, 6, 2, 0, 4]
b. [1, 2, 0, 6, 5, 3, 4]
c. [0, 6, 1, 4, 2, 3, 5]
d. [0, 1, 5, 2, 6, 3, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [0, 1, 5, 2, 6, 3, 4]",0
20951,11,2300257,"Question: 
Answer Choices are: 
a. [2, 0, 6, 4, 3, 5, 1]
b. [6, 3, 2, 5, 0, 1, 4]
c. [2, 4, 6, 3, 5, 0, 1]
d. [0, 6, 5, 1, 2, 4, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is b.,0
20952,11,230071,"Question: 
Answer Choices are: 
a. [0, 1, 2]
b. [2, 1, 0]
c. [1, 0, 2]
d. [0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [0, 2, 1]",0
20953,11,2300778,"Question: 
Answer Choices are: 
a. [5, 6, 3, 1, 7, 4, 2, 0]
b. [2, 0, 4, 1, 6, 7, 3, 5]
c. [4, 2, 5, 3, 0, 6, 7, 1]
d. [4, 1, 5, 7, 6, 2, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [4, 1, 5, 7, 6, 2, 3, 0]",0
