qid,gt_ans,pred_ans_blip,correctness_blip
2486,Dieudonne M'Bala M'bala,Rihanna,0
2487,Elie Semoun,Eli Manning,0
2488,Elie Semoun,Eli Manning,0
2489,six,six,1
2490,"about 90,000",about 900,0
2491,Xai Xai,Lusaka,0
2492,money laundering,arson ,0
2493,Karachi,Karachi,1
2494,59(f),59(e),0
2495,117 billion CFA francs ($240 million),117 billion CFA francs ($240 million),1
2496,Abdullah,Abdullah,1
2497,United Nations officials in Kabul,US officials in Kabul,0
2498,United Nations officials in Kabul,US officials in Kabul,0
2499,Abdullah,Abdullah,1
2500,Thursday,Thursday,1
2501,Palestinian President Mahmoud Abbas,Palestinian President Mahmoud Abbas,1
2502,Palestinian President Mahmoud Abbas,Palestinian President Mahmoud Abbas,1
2503,Palestinian President Mahmoud Abbas,Palestinian President Mahmoud Abbas,1
2504,Jackson,Jackson,1
2505,Sheikh Tamim,Sheikh Tim,0
2506,Department for Homeland Security,Department of Defense,0
2507,nearly $64 billion for military operations in Iraq and Afghanistan,nearly $64 billion for military operations in Iraq and Afghanistan,1
2508,"from the restive, predominantly-Muslim region of Xinjiang","from the restive, predominantly-Muslim region of Tibet",0
2509,Mehdi Jomaa,Hamadi Jebali,0
2510,Mehdi Jomaa,Mehdi Jallow,0
2511,two counts of murder,five counts of murder,0
2512,Narendra Modi,Barack Obama,0
2513,Narendra Modi,Mahatma Gandhi,0
2514,Narendra Modi,Rahul Gandhi,0
2515,IBM,Microsoft,0
2516,Goldman Sachs,Bank of America ,0
2517,Narendra Modi,Rajiv Gandhi,0
2518,Abdiaziz Isaak Mursal,George Washington,0
2519,Gallipoli harbor,Augusta harbor,0
2520,23-May-14,22-May-14,0
2521,New York Philharmonic music director Gilbert,New York Philharmonic music director Max,0
2522,South Sudanese President Salva Kiir,Russian President Vladimir Putin,0
2523,South Sudanese President Salva Kiir,South Sudanese President Salva Kiir,1
2524,across-the-board tax cut,failed to pass any meaningful legislation,0
2525,across-the-board tax cut,failed to pass any meaningful legislation,0
2526,the bridge closure scandal,the terrorist attack,0
2527,Members of the House of Representatives,Members of the FCC,0
2528,Laurent Fabius,Josephine Baker,0
2529,Laurent Fabius,Josephine Baker,0
2530,Laurent Fabius,Barack Obama,0
2531,Foreign Minister Fabius,Foreign Minister Fabre,0
2532,General Abdel Fattah al-El Siss,General Abdel Fattah al-El Siss,1
2533,Prime Minister Najib Razak,President Barack Obama,0
2534,Prime Minister Najib Razak,Prime Minister Najib Razak,1
2535,Islamic Relief Worldwide,Hamas,0
2536,"last week in a rural area in Syria's Raqqa province, the group's stronghold.",Two weeks ago in a remote area of Afghanistan,0
2537,House in Juba,House in Baghdad,0
2538,Choe Ryong Hae,Chen Lei,0
2539,easing diplomatic isolation,protecting against foreign invasion,0
2540,"San Antonio, Texas","Miami, Florida",0
2541,Army psychologist Colonel Bradley Poppen,Army psychologist Colonel Bradley Poppen,1
2542,fiery cleric Tahir-ul-Qadri,Fiery cleric Osama bin Laden,0
2543,General Taban Deng Gai,General Taban Deng Lee,0
2544,Mizera heavy metal band,Mizera heavy metal band,1
2545,Mizera,Mizera,1
2546,Mizera,Mizera,1
2547,"Johannesburg-based band, Mizera","Johannesburg-based band, Mizera",1
2548,"Courtney Gibson, 24, drummer for Mizera heavy metal band. (Photo: Darren Taylor / VOA)","Jimmy Page, 66, guitarist for Led Zeppelin. (Photo: Rolling Stone)",0
2549,"Johannesburg-based band, Mizera","Los Angeles-based band, Mizera",0
2550,Mizera heavy metal band,Mizera jazz band ,0
2551,Qingdao,Qingdao,1
2552,Japanese Prime Minister Shinzo Abe,British Prime Minister Boris Johnson,0
2553,Japanese Prime Minister Shinzo Abe,British Prime Minister Boris Johnson,0
2554,Thursday,Thursday,1
2555,Thursday,Sunday,0
2556,Joko Widodo,Vladimir Putin,0
2557,Joko Widodo,Andrew Jackson,0
2558,Joko Widodo,Joko Widodo,1
2559,upcoming elections,next week,0
2560,"an Iran that has a verified peaceful nuclear program, whose economy grows unhampered by sanctions and is ""reintegrated into the international community",an Iran that is allowed to continue its nuclear weapons program and is not subject to any international sanctions,0
2561,an Iran that has a verified peaceful nuclear program,An Iran that does not have a nuclear program,0
2562,Amer Abu Aisheh,Yasser Arafat,0
2563,Foley,Foley,1
2564,Syria,Syria,1
2565,Sotloff,Sotloff,1
2566,Homs,Homs,1
2567,Sept. 18 referendum,July 18 Referendum,0
2568,up to 20 years in prison under a colonial-era law in Malaysia.,Up to 20 years in prison under a colonial-era law in India.,0
2569,"Food, water, non-food items, hygiene and sanitation,","Food, water, currency, shelter",0
2570,northern Iraq,northern Iraq,1
2571,government territory,oil field,0
2572,16,25,0
2573,16,18,0
2574,Luis Guillermo Solis,Luis Guillermo Solis,1
2575,Citizen Action Party,Citizens Action Party,0
2576,Bob Corker,Bob Corker,1
2577,former governor of Nigeria's oil-rich Delta state,former Director of the FBI,0
2578,South Korea Prime Minister Offers Resignation in Sunken Ferry Debacle,China Prime Minister Offers Resignation in Sunken Ferry Debacle,0
2579,Tuesday,Thursday,0
2580,the government,the government,1
2581,the National League for Democracy,the National League for Democracy,1
2582,Vladimir Putin,Vladimir Jones,0
2583,U.N. Secretary-General Ban Ki-moon,British Prime Minister Theresa May,0
2584,CIA,CIA,1
2585,"Senate Intelligence Committee Chairwoman Dianne Feinstein (D-CA) (L) discusses a newly released Intelligence Committee report on the CIA's anti-terrorism tactics, in a speech on the floor of the U.S. Senate, Capitol Hill, De. 9, 2014.",Senator from California,0
2586,Shi'ite powers Iran and Hezbollah,ISIS,0
2587,in his early 30’s,in his early 40’s,0
2588,General John Allen,General John Allen,1
2589,ambitious,confident,0
2590,U.S. Secretary of State John Kerry,Afghan President Hamid Karzai,0
2591,Abdullah,Abdullah,1
2592,Thawil Pliensri,Thawi Pliensri,0
2593,negligence,negligence,1
2594,Addis Ababa,Nairobi,0
2595,Marty Natalegawa,Party Natalegawa,0
2596,coordinating the government's business in the lower house of Britain's parliament,serving the government in the lower house of Britain's parliament,0
2597,coordinating the government's business in the lower house of Britain's parliament,coordinating the government's business in the lower house of Britain's parliament,1
2598,coordinating the government's business in the lower house of Britain's parliament,executing the government's business in the lower house of parliament,0
2599,Philip Hammond,Andrew Mitchell,0
2600,last year,last year,1
2601,last year,this year,0
2602,"to boost global economic growth by more than $2 trillion over five years, by investing in infrastructure and increasing free trade.","to boost global economic growth by more than $2 trillion over five years, by decreasing in infrastructure and decreasing free trade.",0
2603,Jang Song Thaek,Bill Gates,0
2604,Victor Ponta,Victor Ponta,1
2605,Victor Ponta,Victor Paul,0
2606,Clinton,Clinton,1
2607,2016,2012,0
2608,2016,2016,1
2609,Obama,Obama,1
2610,2016,2016,1
2611,2016,2016,1
2612,until the renegade general is brought to book,until the army is disbanded,0
2613,to combat the growing income gap between rich and poor Americans. Democratic congressman Adam Schiff says a national dialogue on income distribution is long overdue.,to eliminate the income gap between rich and poor Americans. Democratic congressman Adam Schiff says a national dialogue on income distribution is long overdue.,0
2614,Sun Yuxi,Peter Tomsen,0
2615,will obstruct the ongoing peace process more.,will help the ongoing peace process more.,0
2616,Thailand,Malaysia,0
2617,Yingluck Shinawatra,Yingluck Shinawatra,1
2618,to legitimize the May 22 coup and will effectively grant the junta supreme power over the country’s political and judicial arenas,To neutralize the May 22 coup and will effectively grant the junta supreme power over the country’s political and judicial arenas.,0
2619,Tajik community,The Taliban,0
2620,President Obama,President Obama,1
2621,Isaac Herzog of the Labor party,Isaac Herzog of the Labor party,1
2622,northern Moscow,northern Moscow,1
2623,increased investment in trade and energy,increased investment in trade and energy,1
2624,Mahmoud Abbas,Miley Cyrus,0
2625,President Obama,President Obama,1
2626,two weeks ago,Last week,0
2627,Sergei Lavrov,Donald Trump,0
2628,Foreign Minister Sergei Lavrov,Prime Minister Dmitry Medvedev,0
2629,family reasons,political reasons,0
2630,"Prime Minister Thomas Thabane fled to South Africa at the end of August, accusing his deputy, Mothetjoa Metsing, of planning a coup against him and requesting southern African states send in peace keepers.",Prime Minister Thomas Thabane remained in Lesotho at the end of August and did not flee to South Africa.,0
2631,"South African President Jacob Zuma, whose territory envelops Lesotho,","South African President Jacob Zuma, whose territory envelops Lesotho,",1
2632,the ability of lawbreakers to move money around the world quickly and opaquely,the ability of law enforcement to move money around the world quickly and opaquely,0
2633,western and northern Ukraine,eastern and southern Ukraine,0
2634,Robel Phillipos,Abraham Lincoln,0
2635,seven years,three years,0
2636,Tatsuya Kato,Taro Yamamoto,0
2637,Salvation Army lay preacher,Marine,0
2638,"stop disturbing Chinese operations in the area and ""hyping up"" disputes over an island chain he called ""China's inherent territory","1. ""stop disturbing Chinese operations in the area and leave the island chain""",0
2639,Yang Jiechi,Xi Jinping,0
2640,"stop disturbing Chinese operations in the area and ""hyping up"" disputes over an island chain he called ""China's inherent territory","stop Chinese operations in the area and ""hyping up"" disputes over an island chain he called ""Vietnam's inherent territory""",0
2641,Saturday,Sunday,0
2642,Vyacheslav Ponomarv,Yana Zinkevich,0
2643,Vladimir Lukin,Vladimir Putin,0
2644,human rights central to any discussions.,economic growth should be the priority,0
2645,1999,2010,0
2646,Abdel-Aziz Bouteflika,Ali Benflis,0
2647,Bouteflika,Lago,0
2648,Abdel-Aziz Bouteflika,Abdel-Aziz Bouteflika,1
2649,26-Oct,24-Oct,0
2650,Jakarta,Tokyo,0
2651,the Dutch men,the Dutch men,1
2652,Bharatiya Janata Party leader Narendra Modi,Bharatiya Janata Party leader Prakash Singh,0
2653,Victoria Nuland,Victoria Nuland,1
2654,Victoria Nuland,Maria Nuland,0
2655,John Tory,John Tory,1
2656,kick starting the economy,kick starting the economy,1
2657,kick starting the economy,kick starting the economy,1
2658,six years,twelve years,0
2659,Edward Snowden,Barack Obama,0
2660,NSA's Future Rests on Admiral Rogers' Shoulders,CIA's Future Rests on Admiral Rogers' Shoulders,0
2661,short-cropped hair,bald,0
2662,career cryptologist - a specialist in the breaking and making of codes -,career codemaker - a specialist in the making of codes -,0
2663,Fleet Cyber Command,NATO,0
2664,Thailand,Vietnam,0
2665,Thailand,Thailand,1
2666,"Turkey, which has cultural and linguistic similarities, and a government that has been willing to risk the ire of China to accept them.","Turkey, which has cultural and linguistic similarities, and a government that has been willing to risk the ire of China to accept them.",1
2667,in various camps,in the air,0
2668,in various camps,in various locations,0
2669,a number of factors contribute to statelessness,Lack of citizenship,0
2670,Susan Page,Abraham Lincoln,0
2671,Kate,Kate,1
2672,Khaled al-Obeidi,Barack Obama,0
2673,an apparent heart attack,an apparent heart attack,1
2674,An Afghan army vehicle,An Afghan army vehicle,1
2675,45 percent,25 percent,0
2676,Russia Acting 'Out of Weakness' on Ukraine,Russia Acting 'Out of Love' on Ukraine,0
2677,uranium,lithium,0
2678,Modi,Trump,0
2679,Montgomery Bank & Trust,Montgomery Bank,0
2680,12-Jun,12-May,0
2681,Benigno Aquino,Ferdinand Marcos,0
2682,Abdullah al-badri,Hussein al-badri,0
2683,Brussels,Berlin,0
2684,asthma,asthma,1
2685,Pakistani government,Afghan government,0
2686,Pakistani Taliban or its affiliated groups,The Islamic State,0
2687,Serb forces under General Ratko Mladic’s command.,Croatian forces under General Ratko Mladic’s command.,0
2688,Serb forces under General Ratko Mladic’s command.,Croatian forces under General Ratko Mladic’s command.,0
2689,North Koreans,North Americans,0
2690,Matt Hicks,Chris Evans,0
2691,Maithripala Sirisena,Imran Khan,0
2692,drug-resistant tuberculosis,contagious tuberculosis,0
2693,Venezuela,Cuba,0
2694,Megyn Kelly,Hillary Clinton,0
2695,Can Dundar,Can Emir,0
2696,a momentous step on the road to justice for Freddie.,a momentous step on the road to justice for Freddie.,1
2697,second-degree murder,battery,0
2698,late Friday,Sunday,0
2699,"the nation's Anti-Corruption Commission, the KPK","The nation's Parliament, the DPR",0
2700,Pvt. Henry Johnson,Pvt. Henry Johnson,1
2701,1973,1941,0
2702,Pvt. Henry Johnson,Cpl. Henry Johnson,0
2703,1973,1947,0
2704,"about 5,500 kilometers (3,400 miles) east of Moscow and close to the Chinese border","about 5,500 kilometers (3,400 miles) west of Moscow and close to the Chinese border",0
2705,"about 5,500 kilometers (3,400 miles) east of Moscow and close to the Chinese border","about 5,500 kilometers (3,400 miles) east of Beijing and close to the Russian border",0
2706,Andreas Lubitz,Lufthansa,0
2707,Kenya Red Cross volunteers,Kenya Red Cross volunteers,1
2708,8-Apr-15,10-Apr-15,0
2709,Wednesday and Thursday in Brussels,Saturday and Sunday in Frankfurt,0
2710,Ursula von der Leyen,Ursula von der Leyen,1
2711,Wednesday and Thursday in Brussels,Wednesday and Thursday in London,0
2712,40 intercontinental ballistic missiles to its nuclear arsenal.,40 intercontinental ballistic missiles to its nuclear arsenal.,1
2713,about 270,about 100,0
2714,"a referendum on the country's economy, the world's fifth largest.","a referendum on the country's economy, the world's sixth largest.",0
2715,Bi Fujian,Bi Fujian,1
2716,"at least six Thais, five Malaysians, three Chinese, one Singaporean, one Philippine national and two Hong Kong residents, a reflection of the shrine’s popularity among Asian tourists.","at least six Thais, five Malaysians, three Chinese, one Singaporean, one Philippine national and two Hong Kong residents, a reflection of the shrine’s popularity among Asian tourists.",1
2717,"fence near the Erawan shrine, blasted outward by the bomb explosion. (Steve Herman/VOA News)","on the other side of the fence, away from the Erawan shrine. (Steve Herman/VOA News)",0
2718,young man,baby,0
2719,young man,woman,0
2720,Republican Senator Marco Rubio,Republican Senator John McCain,0
2721,Republican Senator Marco Rubio,Republican Senator Marco Rubio,1
2722,Florida Senator Marco Rubio,Florida Senator Marco Rubio,1
2723,ways to ease tensions on the ground,ways to ease tensions in the environment,0
2724,U.S. Secretary of State John Kerry,U.S. President Donald Trump,0
2725,U.N. Secretary General Ban Ki-moon,British Foreign Secretary William Hague,0
2726,"gives the Syrian people a real choice, not between Assad and Daesh, but between war and peace","gives the Syrian people a real choice, not between Assad and Daesh, but between war and peace",1
2727,Jamaican Prime Minister Portia Simpson Miller,Haiti President Michel Martelly,0
2728,Jamaican Prime Minister Portia Simpson Miller,Chinese President Xi Jinping,0
2729,Jamaican Prime Minister Portia Simpson Miller,Haitian President Michel Martelly,0
2730,2009,2010,0
2731,Friday and Saturday in Panama,Monday and Tuesday in Jamaica,0
2732,Jamaican Prime Minister Portia Simpson Miller,Canadian Prime Minister Justin Trudeau,0
2733,Cuban government officials,Cuban government officials,1
2734,500 million euros for investment in infrastructure.,500 million euros for investment in education.,0
2735,Oregon College Shooting,Oregon College Shooting,1
2736,Burj al-Barajneh,Marina Mall,0
2737,Surgeon General Murthy,Santa Claus,0
2738,Surgeon General Dr. Vivek Murthy,Dentist Dr. Vivek Murthy,0
2739,Surgeon General Murthy,Surgeon General Smith,0
2740,Pakistan,India,0
2741,Pakistan,Iran,0
2742,Ashraf Ghani,Ashraf Ghan,0
2743,National Bank,National Bank,1
2744,Hannah Witheridge,William Witheridge,0
2745,Hannah Witheridge,Andrew Witheridge,0
2746,Wai Phyo,Pol Pot,0
2747,Win Zaw Htun,John Doe,0
2748,Ben Carson,Mitt Romney,0
2749,burgeoning refugee crisis roiling Europe,Winter Olympics in Sochi,0
2750,during an agreed political transition.,during a period of intense fighting,0
2751,David Cameron,Barack Obama,0
2752,President Barack Obama,President Barack Obama,1
2753,pressuring Netanyahu on Jewish settlements.,pressuring Netanyahu on military action,0
2754,Zaur Dadayev,Ramzan Kadyrov,0
2755,at a Japanese restaurant in Phnom Penh,at a Thai restaurant in Phnom Penh,0
2756,Annemarie Dougherty,Aileen Smith,0
2757,Azzam al-Shalalda,Azzam al-Wahidi,0
2758,Azzam al-Shalalda,Osama bin Laden,0
2759,Ted Cruz,Ted Cruz,1
2760,Donald Trump,Barack Obama,0
2761,22 percent,25 percent,0
2762,22 percent,66 percent,0
2763,"Las Vegas, Nevada","Dallas, Texas",0
2764,Sunday morning news shows,Facebook,0
2765,Ben Carson,Abraham Lincoln,0
2766,22 percent,33 percent,0
2767,"Las Vegas, Nevada","Los Angeles, California",0
2768,Istanbul,Istanbul,1
2769,"Deniz Baykal, a former leader of the main opposition Republican People's Party,","Deniz Baykal, a former leader of the main opposition Republican People's Party,",1
2770,John Kerry,John Kerry,1
2771,no signs of the life-threatening disease.,there were no signs of the disease,0
2772,several clients of Catholic Charities of the Archdiocese of Washington.,several clients of shelters in washington dc,0
2773,a joint meeting of the U.S. Congress the following day,a joint meeting of the U.S. Congress in three days,0
2774,German Chancellor Angela Merkel,British Prime Minister Theresa May,0
2775,"Hillary Clinton, actress Gwyneth Paltrow and actor Johnny Depp","Prince Harry, actor Brad Pitt and singer Beyonce",0
2776,reviving sales at Old Navy,Shutting sales at Old Navy,0
2777,global head of sales at Hennes & Mauritz,Global head of sales at Gap,0
2778,Sergei Lavrov,Barack Obama,0
2779,Bishkek in Kyrgyzstan,Baghdad in Iraq,0
2780,"House of Representatives Minority Leader Nancy Pelosi, an outspoken critic of China's human rights record","House of Representatives Speaker Nancy Pelosi, an outspoken critic of China's human rights record",0
2781,sunset Thursday,sunset Tuesday,0
2782,Japanese Prime Minister Shinzo Abe,Chinese Premier Xi Jinping,0
2783,Abdul Rasool Sayyaf,Hamid Karzai,0
2784,over a year,over two years,0
2785,Jiang Jiemin,Wang Qishan,0
2786,three months,three months,1
2787,Treasury Secretary Jacob Lew,Speaker of the House Paul Ryan,0
2788,International Atomic Energy Agency,International Atomic Energy Agency,1
2789,Gen. Martin Dempsey,Gen. George Washington,0
2790,"Treasury Secretary Jacob Lew, right, and Energy Secretary Ernest Moniz","Treasury Secretary Jacob Lew, right, and former President Barack Obama ",0
2791,natural causes,natural causes,1
2792,natural causes,natural causes,1
2793,the 11th overall pick of the New York Giants.,The 12th overall pick of the New York Giants.,0
2794,"the sprawling, leafy Benjamin Franklin Parkway in central Philadelphia","the grassy, suburban Benjamin Franklin Parkway in eastern Philadelphia",0
2795,to attend the World Meeting of Families,to work,0
2796,to attend the World Meeting of Families,to sightsee,0
2797,to attend the World Meeting of Families,to visit relatives,0
2798,Philadelphia,Chicago,0
2799,along Benjamin Franklin Parkway,along Benjamin Franklin Parkway,1
2800,"27, 2015","23, 2015",0
2801,"Lupe Cantu, of McAllen Valley, Texas","Lupe Cantu, of Dallas, Texas",0
2802,"Almost 100 men and women inmates, seated in rows of green chairs, appeared to listen intently. Dressed in blue uniforms, some also sported tattoos on their hands, arms and necks.","Almost 100 men and women, seated in rows of green chairs, appeared to listen intently. Dressed in white uniforms, some also sported tattoos on their hands, arms and necks.",0
2803,"Almost 100 men and women inmates, seated in rows of green chairs, appeared to listen intently. Dressed in blue uniforms, some also sported tattoos on their hands, arms and necks.","Almost 100 men and women inmates, seated in rows of green chairs, appeared to listen intently. Dressed in red uniforms, some also sported tattoos on their hands, arms and necks.",0
2804,Almost 100 men and women inmates,Almost 100 men and women inmates,1
2805,Wilson Chebet,Wilson Chebet,1
2806,eighth,eighth,1
2807,Wilson Chebet,Wilson Chebet,1
2808,"Wilson Chebet of Kenya, 1:05 behind the winner Desisa","Wilson Chebet of Kenya, 1:15 behind the winner Desisa",0
2809,"Yemane Adhane Tsegay of Ethiopia, Tadese Tola of Ethiopia, Meb Keflezighi of San Diego, Lelisa Desisa of Ethiopia","Meb Keflezighi of San Diego, Tadese Tola of Ethiopia, Lelisa Desisa of Ethiopia ",0
2810,"deeply concerned about ""divisive"" Likud Party messages that said an overwhelming Arab-Israeli turnout would tip the vote toward Netanyahu's rival.",not concerned about anything,0
2811,security trumped domestic issues,security trumped domestic issues,1
2812,Isaac Herzog,Ariel Sharon,0
2813,"portrayed himself both as a strongman bent on protecting Israeli security and a victim of opposition news media and some foreign leaders, including Obama",had the support of the Israeli military.,0
2814,scare tactics,financial gain,0
2815,Manohar Parikkar,Narendra Modi,0
2816,electrical short-circuit on the second floor,faulty wiring in the building,0
2817,Mina,Mina,1
2818,Two-hundred-and-44,Two hundred and 50,0
2819,Mina,Mina,1
2820,Mina,Mina,1
2821,Muhyiddin Yassin,Najib Razak,0
2822,a malicious campaign to force him from office. 1MDB has denied transferring funds to Najib and an interim government report has found nothing suspicious.,A campaign to defame Najib and his family. The 1MDB board has denied any knowledge of the scandal.,0
2823,a malicious campaign to force him from office. 1MDB has denied transferring funds to Najib and an interim government report has found nothing suspicious.,A campaign to discredit him and undermine his authority.,0
2824,Dwain Wallace,Dean Wallace,0
2825,Rowan County Clerk Kim Davis,Rowan County Clerk Kim Smith,0
2826,Rowan County clerk,Rowan County sheriff,0
2827,Lexie Colon,Lisa Colon,0
2828,June,June,1
2829,refused to issue marriage licenses,renewed marriage licenses,0
2830,refused to issue marriage licenses,issued marriage licenses,0
2831,Paul Ryan,Paul Ryan,1
2832,Paul Ryan,Paul Ryan,1
2833,Cleveland,Chicago,0
2834,Republicans looking for an alternative,Republicans looking for an alternative,1
2835,a strong desire at the moment for political outsiders among Republican primary voters,he is a political outsider.,0
2836,Texas Senator Ted Cruz,Texas Senator Ted Cruz,1
2837,Texas Senator Ted Cruz,Texas Senator Ted Cruz,1
2838,action movie star Arnold Schwarzenegger,entertainer Cher,0
2839,21-year-old Tsarnaev,20-year-old Tsarnaev,0
2840,20-May-15,20-May-15,1
2841,University of Cincinnati police officer Ray Tensing,University of Cincinnati police officer Ray Tensing,1
2842,Ray Tensing,Ray Tensing,1
2843,University of Cincinnati police officer Ray Tensing,Orlando police officer Tony Wilson,0
2844,Hamilton County Prosecutor Joe Deters,Hamilton County Prosecutor Joe Deters,1
2845,did not intend to kill DuBOSE,not intend to kill children,0
2846,did not intend to kill DuBOSE,did not intend to kill DuBOSE,1
2847,not intend to kill duBose,not intend to kill duBose,1
2848,University of Georgia in Athens,Harvard University in Cambridge,0
2849,University of Georgia in Athens,University of South Carolina in Columbia,0
2850,the late 19th century,the late 19th century,1
2851,University of Georgia in Athens,University of Michigan in Ann Arbor,0
2852,Adel al-Jubeir,Fahad Al Saud,0
2853,Adel al-Jubeir,King Abdullah,0
2854,"Hamburg, Germany","Frankfurt, Germany",0
2855,"Hamburg, Germany","Berlin, Germany",0
2856,Tony Sheridan,John Lennon,0
2857,"more than a million people, and millions more died mass starvation or in his gulag prison system.","A few hundred people, and no one died mass starvation or in his gulag prison system.",0
2858,massive corruption,massive corruption,1
2859,Tuesday,Tuesday,1
2860,Tuesday,Tuesday,1
2861,at his high school alma mater in the town of Livingston.,at his college alma mater in the town of Livingston.,0
2862,Council on American-Islamic Relations,Donald Trump,0
2863,Freedom of religion,Freedom of speech,0
2864,South Carolina Senator Lindsey Graham,Arizona Senator John McCain,0
2865,South Carolina Senator Lindsey Graham,Arkansas Senator Tom Cotton,0
2866,South Carolina Senator Lindsey Graham,Texas Senator Ted Cruz,0
2867,after trips to other countries,after trips to other countries,1
2868,after the monthlong August recess,after the monthlong September recess,0
2869,Vian Dakhil,Hala Hussein,0
2870,Christian Aid Mission,World Vision,0
2871,"Kurdish government in Irbil to block the missionary activities and prohibit some Christian groups from entering refugee camps in Iraq’s Kurdistan housing up to 130,000 Yazidis",The role of the person in the center of the image is to lead the Kurdish government.,0
2872,Christian missionaries,Turkish soldiers,0
2873,Vian Dakhil,Adolf Hitler,0
2874,Christian missionaries,Christian missionaries,1
2875,Vian Dakhil,Lamia Haidar,0
2876,Cevdet Yilmaz,Cevdet Yilmaz,1
2877,Sare Davutoglu,Sare Davutoglu,1
2878,interim President Catherine Samba Panza,Former president Francois Bozize,0
2879,Catherine Samba Panza,Catherine Samba,0
2880,"Put Aside Prejudices, Be Guided By God","Put Aside Prejudices, Be Guided By God",1
2881,Alan Gross,Rosa Parks,0
2882,Houssem Abdelli,Houssem Abdelli,1
2883,Houssem Abdelli,Amine Crazy,0
2884,Omar Katayi,Hafiz Ahmad,0
2885,Houssem Abdelli,Hossem Abdelli,0
2886,Houssem Abdelli,Abdullah,0
2887,Bernie Sanders,Hillary Clinton,0
2888,more than 20 points,more than 20 points,1
2889,Kelly Grevler,Brian Williams,0
2890,on a sidewalk under a tree,on a mountain,0
2891,Kelly Grevler,Brian Williams,0
2892,a leafy New Delhi lane.,a crowded New York street,0
2893,"chronic, pervasive unemployment",discrimination,0
2894,"to drive a wedge between liberal Democrats and her top rival, Vermont Sen. Bernie Sanders, who has",To make Sanders look weak on gun control,0
2895,opposition leader Boris Nemtsov,opposition leader Barack Obama,0
2896,calling opposition rallies when people are hungry and economically affected,calling opposition rallies.,0
2897,opposition leader Boris Nemtsov,politician Vladimir Putin,0
2898,Fayez Sarraj,Fayez Sarraj,1
2899,posters and banners in a slum in Dhaka display messages against gender violence,a symbol of hope for the people of Dhaka,0
2900,Lily James,Amy Adams,0
2901,President el-Sissi,President Obama,0
2902,"Iran’s moderate Ettelaat newspaper will face prosecution for defying a ban on reporting about Mohammad Khatami, a former reformist president seen by hardliners as a ‚Äúseditionist leader.‚Äù","Iran’s moderate Ettelaat newspaper will face prosecution for defying a ban on reporting about Mohammad Khatami, a former reformist president seen by hardliners as a ‚Äúseditionist leader.‚Äù",1
2903,Palestinian youth,Soldier,0
2904,an expanded Jewish presence on the Temple Mount.,promottion of world peace.,0
2905,incitement from Hamas,incitement from Hamas,1
2906,five,five,1
2907,Rafida Ahmed,Rafida Ahmed,1
2908,Avijit Raoy,Avinash Roy,0
2909,Rafida Ahmed,Rafida Ahmed,1
2910,Rafida Ahmed,Rachel Ahmed,0
2911,"Avijit Raoy is being rushed to hospital on a stretcher after she was seriously injured by unidentified attackers, in Dhaka, Bangladesh","Raoy was not attacked, but fell and injured herself.",0
2912,Ahmed,Ahmed,1
2913,"political opponents who, he said, seek to destabilize his mother's government","government forces who, he said, seek to destabilize his mother's government",0
2914,Avijit Raoy,Aijit Roy,0
2915,Avijit Roy,Aijit Roy,0
2916,Gloria Steinem,John Steinem,0
2917,Mukto-Mona (Free Thinker),Santo-Mona (Free Thinker),0
2918,1971,1971,1
2919,"political opponents who, he said, seek to destabilize his mother's government",her husband in a fit of rage.,0
2920,Mukto-Mona (Free Thinker),Dumbo-Mona (Free Thinker),0
2921,Tashfeen Malik,Satan Malik,0
2922,Pakistani Tashfeen Malik,Bangladeshi Tashfeen Malik,0
2923,Tashfeen Malik,Farook Malik,0
2924,Tashfeen Malik,Fatima Malik,0
2925,Syed Rizwan Farook,James Holmes,0
2926,Syed Rizwan Farook,James Holmes,0
2927,the U.S. Agency for International Development (USAID) disaster response team,The International Committee of the Red Cross,0
2928,Secretary of State John Kerry,Secretary of State John Kerry,1
2929,Mazidag countryside of Mardin,Istanbul,0
2930,"Ronda Rousey, reality TV personality Caitlyn Jenner and singer Adele","Ronda Rousey, politician Hillary Clinton and singer Adele",0
2931,Adele,Adele,1
2932,to Try to Solve Riddle of Last Tsar's Children,to Try to Solve Riddle of Last Tsar's Children,1
2933,to Try to Solve Riddle of Last Tsar's Children,to Create a Distraction from Political Unrest,0
2934,Emperor Alexander III,Emperor Alexander III,1
2935,Peter and Paul Cathedral,The Hermitage,0
2936,dereliction of duty,apathy,0
2937,80 stitches,100 stitches,0
2938,80 stitches,100 stitches,0
2939,a South Korean activist who was opposed to U.S.-South Korea military drills,A South Korean student who was opposed to U.S.-South Korea military drills,0
2940,Omar al-Bashir,Salva Kiir,0
2941,three Palestinians,three Jews,0
2942,Clinton,Clinton,1
2943,at least triple the $80 million it raised for Obama.,at least triple the $400 million it raised for Obama.,0
2944,Vladimir Putin,Barack Obama,0
2945,Suzhou,Toronto,0
2946,Suzhou,Toronto,0
2947,Whitney Houston,Whitney Houston,1
2948,North Korean leaders,Chinese leaders,0
2949,a traffic accident,a car accident,0
2950,a feud with his rivals,a dispute with his enemies ,0
2951,"Washington, D.c.",France,0
2952,Private Naing Lin Tun,Lieutenant Naing Lin Tun,0
