index,qid,question,origanswer,generatedanswer,correctness
569,1517,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
570,1518,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
571,1519,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
572,1520,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
573,1521,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
574,1522,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
575,1523,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
576,1524,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
577,1525,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
578,1526,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
579,1527,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
580,1528,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
581,1529,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
582,1530,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
583,1531,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
584,1532,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
585,1533,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
586,1534,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
587,1535,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
588,1536,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
589,1537,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
590,1538,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
591,1539,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
592,1540,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
593,1541,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
594,1542,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
595,1543,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
596,1544,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
597,1545,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
598,1546,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
599,1547,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
600,1548,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
601,1549,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
602,1550,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
603,1551,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
604,1552,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
605,1553,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
606,1554,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
607,1555,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
608,1556,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
609,1557,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
610,1558,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
611,1559,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
612,1560,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
613,1561,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
614,1562,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
615,1563,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
616,1564,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
617,1565,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
618,1566,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
619,1567,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
620,1568,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
621,1569,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
622,1570,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
623,1571,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
624,1572,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
625,1573,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
626,1574,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
627,1575,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
628,1576,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
629,1577,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
630,1578,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
631,1579,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
632,1580,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
633,1581,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
634,1582,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
635,1583,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
636,1584,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
637,1585,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
638,1586,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
639,1587,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
640,1588,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
641,1589,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
642,1590,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
643,1591,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
644,1592,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
645,1593,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
646,1594,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
647,1595,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
648,1596,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
649,1597,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
650,1598,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
651,1599,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
652,1600,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
653,1601,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
654,1602,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
655,1603,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
656,1604,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
657,1605,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
658,1606,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
659,1607,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
660,1608,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
661,1609,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
662,1610,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
