index,qid,passage,question,origanswer,generatedanswer
1566,d20121a994f0dc74c345bd2170834cd0,"text Douglas Hall, links ","Question: 
During the third round of 2005's FAI Cup, which visiting team faced the team whose logo features a clover leaf in the latter's home stadium?
Answer Choices are: 
a. Douglas Hall
b. Irishtown F.C.
Specify their correct answer by choosing one of a or b: 
",a,links
1567,2df31221e6f1acfd1328eecef2cff1e7,"text Cork City, links text Cork City, wiki_title Cork City Football Club, url https//en.wikipedia.org/wiki/Cork_City_Football_Club","Question: 
During the third round of the 2005 FAI Cup, who were the visiting team who played against the team whose logo a stringed musical instrument when the latter team were at home?
Answer Choices are: 
a. Bohemians
b. Cork City
Specify their correct answer by choosing one of a or b: 
",b,Cork_City_Football_Club
1568,0a04d235dffe4d3d00a2730e48b0f343,"text Luke Donald, links text Luke Donald, wiki_title Luke Donald, url https//en.wikipedia.org/wiki/Luke_Donald","Question: 
Did Luke Donald or the player that is of Asian descent have more points in the regular season rankings of the 2011 FedEx Cup Playoffs?
Answer Choices are: 
a. Luke Donald
b. The player that is of Asian descent had more points in the regular season rankings of the 2011 FedEx Cup Playoffs.
Specify their correct answer by choosing one of a or b: 
",a,Luke_Donald
1569,239cc6963335a9908ecf23ca3b795b87,"text Aw Naw, links text Aw Naw, wiki_title Aw Naw, url https//en.wikipedia.org/wiki/Aw_Naw","Question: 
Dexter Roberts' song choice on 'American Idol' is shown on this cover with original artist Chris Young wearing a shirt of what material?
Answer Choices are: 
a. denim
b. polyester
Specify their correct answer by choosing one of a or b: 
",a,Aw Naw
1570,77859ce6420031fe252dada98fa02813,"text Winter, links ","Question: 
what was the Date, in Out of 2006–07 Hamburger SV season when the Name is wearing a blue jersey?
Answer Choices are: 
a. Winter
b. Summer
Specify their correct answer by choosing one of a or b: 
",a,links
1571,292f505221473a45462bba868bce43b8,"text Serena Williams, links text Serena Williams, wiki_title Serena Williams, url https//en.wikipedia.org/wiki/Serena_Williams","Question: 
What is the athlete who was the entrants/seeds along with male player F. Tiafoe at the Hopman Cup of 2019 wearing on her hair?
Answer Choices are: 
a. headband
b. headscarf
Specify their correct answer by choosing one of a or b: 
",a,Serena Williams
1572,1801ebdef41e4e972957034a0870685a,"text Serena Williams, links text Serena Williams, wiki_title Serena Williams, url https//en.wikipedia.org/wiki/Serena_Williams","Question: 
Who was the Female player, when the Male player is of African descent, in the seeds of 2019 Hopman Cup?
Answer Choices are: 
a. Simone Biles
b. Serena Williams
Specify their correct answer by choosing one of a or b: 
",b,Serena_Williams
1573,05b6ad135e455cba2af9815543e25f73,"text Little Richard, links text Little Richard, wiki_title Little Richard, url https//en.wikipedia.org/wiki/Little_Richard","Question: 
The artist who play Pres in The Pickle has what in front of his face?
Answer Choices are: 
a. microphone
b. cage
Specify their correct answer by choosing one of a or b: 
",a,Little_Richard
1574,3025e9e94cb1747f5bc368fd6e041cdc,"text Manuel Fernandes, links text Manuel Fernandes, wiki_title Manuel Fernandes (footballer, born 1986), url https//en.wikipedia.org/wiki/Manuel_Fernandes_(footballer,_born_1986)","Question: 
What player from the club with a logo featuring a bat with outstretched wings went out of S.L. Benfica in the 2007-08 season?
Answer Choices are: 
a. Manuel Fernandes
b. Ricardo Fernandes
Specify their correct answer by choosing one of a or b: 
",a,wiki_title
1575,9e1a27f2e061dd7802206b139344f04b,"text Jack Nicklaus, links text Jack Nicklaus, wiki_title Jack Nicklaus, url https//en.wikipedia.org/wiki/Jack_Nicklaus","Question: 
In this  photo from the 1980 U.S. Golf Open, what color shirt is the man who scored 63-71-70-68=272 wearing?
Answer Choices are: 
a. blue
b. red
Specify their correct answer by choosing one of a or b: 
",a,Jack_Nicklaus
1576,07501662621718ea2a197d51a6cdb154,"text Jack Nicklaus, links text Jack Nicklaus, wiki_title Jack Nicklaus, url https//en.wikipedia.org/wiki/Jack_Nicklaus","Question: 
In this photo, the golfer who won $55,000 in the 1980 U.S. Open is wearing what color shirt?
Answer Choices are: 
a. blue
b. pink
Specify their correct answer by choosing one of a or b: 
",a,Jack_Nicklaus
1577,f037b241d72c1b8fbd72c27d55a3e70d,"text Lionel Messi, links text Lionel Messi, wiki_title Lionel Messi, url https//en.wikipedia.org/wiki/Lionel_Messi","Question: 
Which player from the Barcelona Club with a beard had top assists in the 2015-16 La Liga?
Answer Choices are: 
a. Luis Suarez
b. Lionel Messi
Specify their correct answer by choosing one of a or b: 
",b,Lionel_Messi
1578,6a677d15ad81185b435d90f6ba136966,"text Gareth Bale, links text Gareth Bale, wiki_title Gareth Bale, url https//en.wikipedia.org/wiki/Gareth_Bale","Question: 
Which of the players who are listed as Top assist scorers in the 2015-16 La Liga season has a beard and also played for Real Madrid?
Answer Choices are: 
a. Gareth Bale
b. Bale played for Barcelona
Specify their correct answer by choosing one of a or b: 
",a,"Gareth Bale, links text Gareth Bale, wiki_title Gareth Bale, url https//en.wikipedia.org/wiki/Gareth_Bale"
1579,032cf442f7d9b2659df75ce8f6c336e1,"text Persepolis, links text Persepolis, wiki_title Persepolis F.C., url https//en.wikipedia.org/wiki/Persepolis_F.C.","Question: 
Does the club Hossein Kanaanizadegan played for in 2011-12 have a red logo?
Answer Choices are: 
a. no
b. yes
Specify their correct answer by choosing one of a or b: 
",b,Persepolis_F.C.
1580,e8139d96ef40e7ba62ff717e801168e6,"text Persepolis, links text Persepolis, wiki_title Persepolis F.C., url https//en.wikipedia.org/wiki/Persepolis_F.C.","Question: 
Does the team that Hossein Kanaanizadegan played for in 2012-13 have a red logo?
Answer Choices are: 
a. yes
b. no
Specify their correct answer by choosing one of a or b: 
",a,Persepolis_F.C.
1581,613fdb9af83093d6007207261ef6c967,"text Persepolis, links text Persepolis, wiki_title Persepolis F.C., url https//en.wikipedia.org/wiki/Persepolis_F.C.","Question: 
Is the logo for the club that Hossein Kanaanizadegan played for during the 2019-20 season red?
Answer Choices are: 
a. yes
b. no
Specify their correct answer by choosing one of a or b: 
",a,Persepolis_F.C.
1582,260604ee31200c40b9050c0e71f1b314,"text Holidays, links text Holidays, wiki_title Holidays (2016 film), url https//en.wikipedia.org/wiki/Holidays_(2016_film)","Question: 
Which movie was Kevin Smith involved in which shows a solitary person on its poster, and was released in 2016?
Answer Choices are: 
a. The Room
b. Holidays
Specify their correct answer by choosing one of a or b: 
",b,wiki_title Holidays
1583,5c37974bb7d27a310554f40c2919be03,"text Leon Bailey, links text Leon Bailey, wiki_title Leon Bailey, url https//en.wikipedia.org/wiki/Leon_Bailey","Question: 
Was Sebastian Haller or the player that is of African American descent with an earring in their right ear ranked lower in 2017-18 DFB-Pokal Top goalscorers?
Answer Choices are: 
a. Leon Bailey
b. Sebastian Haller
Specify their correct answer by choosing one of a or b: 
",a,"Leon Bailey, wiki_title Leon Bailey"
1584,19473ba80f9c71e1a06844c4a8ab98ed,"text Bayer Leverkusen, links text Bayer Leverkusen, wiki_title Bayer 04 Leverkusen, url https//en.wikipedia.org/wiki/Bayer_04_Leverkusen","Question: 
Out of the DFB-Pokal  2017-18 Top Goalscorers which team had the player who  has a right earring and is of African American descent?
Answer Choices are: 
a. Bayer Leverkusen
b. VfL Wolfsburg
Specify their correct answer by choosing one of a or b: 
",a,Bayer_04_Leverkusen
1585,cf1cf41209fd747bfda3d5a73db2cd1c,"text How to Lose Friends & Alienate People, links text How to Lose Friends & Alienate People, wiki_title How to Lose Friends & Alienate People (film), url https//en.wikipedia.org/wiki/How_to_Lose_Friends_&_Alienate_People_(film)","Question: 
Which is the most recent Isabella Calthorpe movie title: The title with a lady wearing red on the ad or The Inspector Lynley Mysteries?
Answer Choices are: 
a. How to Lose Friends
b. How to Lose Friends & Alienate People
Specify their correct answer by choosing one of a or b: 
",b,wiki_title
1586,9938f6b0f48c52d3a56ac0f7fe4c5cbe,"text Antebellum, links text Antebellum, wiki_title Antebellum (film), url https//en.wikipedia.org/wiki/Antebellum_(film)","Question: 
Which film did Kiersey Clemons act in most recently:  The title was a poster featuring a red butterfly or Neighbors 2:  Sorority Rising?
Answer Choices are: 
a. Antebellum
b. Hearts Beat Loud
Specify their correct answer by choosing one of a or b: 
",a,wiki_title
1587,acf4f4e3438dd6f9b4bd8015cee1ae1d,"text Marco Andretti  W, links text Marco Andretti, wiki_title Marco Andretti, url https//en.wikipedia.org/wiki/Marco_Andretti","Question: 
Which driver with 298 race lap results in the 2016 Iowa Corn 300 race has blonde hair?
Answer Choices are: 
a. Dario Franchitti  W
b. Marco Andretti  W
Specify their correct answer by choosing one of a or b: 
",b,"Marco Andretti  W, links text Marco Andretti, wiki_title Marco Andretti, url https//en.wikipedia.org/wiki/Marco_Andretti"
1588,52bd4824d9ac657b9504de414817ee0e,"text Straccia, links ","Question: 
Who was the manager for the team with a stringed instrument on its logo in the Torneo Descentralizado in 2013?
Answer Choices are: 
a. Straccia
b. Falsaccia
Specify their correct answer by choosing one of a or b: 
",a,links
1589,d399ee8161deadea3c2ba6d197be9af4,"text none, links ","Question: 
When looking at personnel and kit listings for the 2013 Torneo Descentralizado, which company (if any) was the shirt sponsor for the team whose logo features a stringed musical instrument?
Answer Choices are: 
a. none
b. Guitar
Specify their correct answer by choosing one of a or b: 
",a,text none
1590,da425189f6083d6f2cb4fbf2aea0bc52,"text Blue Heelers, links text Blue Heelers, wiki_title Blue Heelers, url https//en.wikipedia.org/wiki/Blue_Heelers","Question: 
Luke Hemsworth's 2004 TV title has what in the center of badge?
Answer Choices are: 
a. sceptre
b. crown
Specify their correct answer by choosing one of a or b: 
",b,Blue_Heelers
1591,6844cad9098b6ec977409b336bc29cb9,"text Mark Martin, links text Mark Martin, wiki_title Mark Martin, url https//en.wikipedia.org/wiki/Mark_Martin","Question: 
Which driver who is using their right hand drove a Ford in the 2005 Ford 400 and finished in the top 10?
Answer Choices are: 
a. Jimmie Johnson
b. Mark Martin
Specify their correct answer by choosing one of a or b: 
",b,Mark_Martin
1592,a41efcb8506cf3d6db66c49835d313fb,"text Al Watrous, links text Al Watrous, wiki_title Al Watrous, url https//en.wikipedia.org/wiki/Al_Watrous","Question: 
Which player had a higher To Par in the final round of the Open Championship of 1929:  The player that wears glasses or Abe Mitchell?
Answer Choices are: 
a. Abe Mitchell
b. Al Watrous
Specify their correct answer by choosing one of a or b: 
",b,Al_Watrous
1593,5c4e594f4d30d1cee704b6ae2259df6e,"text Kevin Durant, links text Kevin Durant, wiki_title Kevin Durant, url https//en.wikipedia.org/wiki/Kevin_Durant","Question: 
Among the 'Sophomores' of 2009 NBA All-Star Game, a player with beard who also played for Oklahoma City Thunder is?
Answer Choices are: 
a. Beard Durant
b. Kevin Durant
Specify their correct answer by choosing one of a or b: 
",b,wiki_title
1594,a12180507c17c9df2ce01afea7583496,"text Aberdeen, links text Aberdeen, wiki_title Aberdeen F.C., url https//en.wikipedia.org/wiki/Aberdeen_F.C.","Question: 
Does Aberdeen or team that has a clover leaf in their logo have lower points in results of 2002-03 Motherwell F.C. season?
Answer Choices are: 
a. team that has a clover leaf in their logo
b. Aberdeen
Specify their correct answer by choosing one of a or b: 
",b,"text Aberdeen, links text Aberdeen, wiki_title Aberdeen F.C., url https//en.wikipedia.org/wiki/Aberdeen_F.C."
1595,999a6236bfe47b8ca701c1dc8653aa38,"text Middlesbrough, links text Middlesbrough, wiki_title Middlesbrough F.C., url https//en.wikipedia.org/wiki/Middlesbrough_F.C.","Question: 
Does Middlesbrough or the team with a globe of the Earth on its logo have a lower position in the final league table from the 1977-78 Everton F.C. season?
Answer Choices are: 
a. The team with a globe of the Earth on its logo
b. Middlesbrough
Specify their correct answer by choosing one of a or b: 
",b,"text Middlesbrough, links text Middlesbrough, wiki_title Middlesbrough F.C., url https//en.wikipedia.org/wiki/Middlesbrough_F.C."
1596,9668be555ae7596370283e3484769dba,"text Bulldog, links text Bulldog, wiki_title HMS Bulldog (H91), url https//en.wikipedia.org/wiki/HMS_Bulldog_(H91)","Question: 
Among B-Class Destroyers, which ship has a series of diagonal lines painted across her hull and was commissioned on the eighth of April, 1931?
Answer Choices are: 
a. 'Bulldog'
b. Dalmatian
Specify their correct answer by choosing one of a or b: 
",a,"Bulldog, links text Bulldog, wiki_title HMS Bulldog"
1597,39284da2fb0d0a6c8e17c681469b0aac,"text Boreas, links text Boreas, wiki_title HMS Boreas (H77), url https//en.wikipedia.org/wiki/HMS_Boreas_(H77)","Question: 
Among destroyers in classes A and B, which ship has a hull emblazoned with diagonal lines and was laid down on the 22nd of July, 1929?
Answer Choices are: 
a. Nereus
b. 'Boreas'
Specify their correct answer by choosing one of a or b: 
",b,HMS Boreas
1598,2d14928fcd1d87e7e77d56ccfacaf289,"text Moscow, links ","Question: 
When looking at the personnel and kits listings for the Russian Premier League's 2018-19 season, the captain with the light-colored blonde hair has which city listed as his location?
Answer Choices are: 
a. Samara
b. Moscow
Specify their correct answer by choosing one of a or b: 
",b,Moscow
1599,cc5bc2cd933dbf63f338292034f6b435,"text Denis Clarke, links text Denis Clarke, wiki_title Denis Clarke, url https//en.wikipedia.org/wiki/Denis_Clarke","Question: 
What players from the club featuring two flowers on its logo were top scorers in the League of Ireland in 1981-82?
Answer Choices are: 
a. Denis Clarke
b. Pat Byrne
Specify their correct answer by choosing one of a or b: 
",a,wiki_title
1600,8d8e3cb6baca7f0561a177109f10c2a7,"text Koper, links text Koper, wiki_title FC Koper, url https//en.wikipedia.org/wiki/FC_Koper","Question: 
Who were the team whose logo features a soccer ball and achieved a score of 0-1 in the first round of the 1997-98 Slovenian Football Cup when they played at home?
Answer Choices are: 
a. KoroâÂ°ka Dravograd
b. Koper
Specify their correct answer by choosing one of a or b: 
",b,FC_Koper
1601,7fb38ad7a89118d8f98ea7d56809464a,"text Todd Bodine, links text Todd Bodine, wiki_title Todd Bodine, url https//en.wikipedia.org/wiki/Todd_Bodine","Question: 
In the Digital Ally 250, does the bald past winner or the past winner Mike Skinner have an earlier victory year?
Answer Choices are: 
a. Todd Bodine
b. Joey Logano
Specify their correct answer by choosing one of a or b: 
",a,text
1602,860acbdc3331a62815e24b002d435519,"text 21023, links ","Question: 
When looking at winners of earlier runnings of the Digital Ally 250, what race time did the bald-headed driver achieve?
Answer Choices are: 
a. 2:10:23
b. 3:10:23
Specify their correct answer by choosing one of a or b: 
",a,21023
1603,8eceb6f1a10589d7e666ecc95c2bf09f,"text European Cup Winners Cup, links text European Cup Winners Cup, wiki_title European Cup Winners Cup, url https//en.wikipedia.org/wiki/European_Cup_Winners_Cup","Question: 
what was the Competition, In European record of FC Lugano when the Club has a deer on the logo?
Answer Choices are: 
a. European Cup Winners' Cup
b. European Champions League
Specify their correct answer by choosing one of a or b: 
",a,wiki_title
1604,ffd6a10660ab9df4c1b424b2e124e46b,"text 6–2, links ","Question: 
The aggregate European record of the FC Lugano club with a deer logo is what?
Answer Choices are: 
a. 8âÃÃ¬0
b. 6âÃÃ¬2
Specify their correct answer by choosing one of a or b: 
",b,6–2
1605,734e0e006f18f1a8a912e81aff67e1b4,"text Skin Human, links ","Question: 
The artist who is a large man with arm tattoos performed what son at the LOS40 Music Awards in 2017?
Answer Choices are: 
a. ""Skin"" ""Human""
b. ""Skin"" ""Alien""
Specify their correct answer by choosing one of a or b: 
",a,Skin Human
1606,2c880858af5931401e768e2e55b15606,"text Fox Theatre, links text Fox Theatre, wiki_title Fox Theatre (Detroit, Michigan), url https//en.wikipedia.org/wiki/Fox_Theatre_(Detroit,_Michigan)","Question: 
What Venue is located in a city that has a statue of a man sitting on his feet with his arms reaching out and was a tour location of Better With U Tour?
Answer Choices are: 
a. Fox Theatre
b. Benaroya Hall
Specify their correct answer by choosing one of a or b: 
",a,text Fox Theatre
1607,846366764a5c103bade7a6ab2ec81e5d,"text Las Vegas, links text Las Vegas, wiki_title Las Vegas, url https//en.wikipedia.org/wiki/Las_Vegas","Question: 
In the city that hosted the Better with U Tour on February 17, 2012 is an airplane visible overhead?
Answer Choices are: 
a. no
b. yes
Specify their correct answer by choosing one of a or b: 
",a,Las_Vegas
1608,a842cf6d5e89d8445c230274e0eb11de,"text The American, links text The American, wiki_title American Athletic Conference, url https//en.wikipedia.org/wiki/American_Athletic_Conference","Question: 
Did Big Eight or Conference that has star on logo have more appearances in Appearances by conference of Peach Bowl?
Answer Choices are: 
a. The Southern
b. The American
Specify their correct answer by choosing one of a or b: 
",b,American_Athletic_Conference
1609,55df82b688ae8ce2cc91366fe3ce5433,"text 2011, links ","Question: 
In what year was Trent Ford involved in the TV show that has numerals on its title screen?
Answer Choices are: 
a. 2013
b. 2011
Specify their correct answer by choosing one of a or b: 
",b,2011
1610,ba6ab5e7dd056c37a9ce50695c54df85,"text Grounded for Life, links text Grounded for Life, wiki_title Grounded for Life, url https//en.wikipedia.org/wiki/Grounded_for_Life","Question: 
Trent Ford's role as Steve was on a TV show with what color long line in the title?
Answer Choices are: 
a. blue
b. green
Specify their correct answer by choosing one of a or b: 
",b,Grounded_for_Life
1611,c708cde2a785ba80a01e3940afd58352,"text Nick Heidfeld, links text Nick Heidfeld, wiki_title Nick Heidfeld, url https//en.wikipedia.org/wiki/Nick_Heidfeld","Question: 
The driver with a beard and Time/Retired of + 1 Lap, in Race of 2002 Japanese Grand Prix, is?
Answer Choices are: 
a. Nick Heidfeld
b. Fernando Alonso
Specify their correct answer by choosing one of a or b: 
",a,Nick_Heidfeld
1612,b7e19c71a2af704c0954c2300a5f2865,"text Giancarlo Fisichella, links text Giancarlo Fisichella, wiki_title Giancarlo Fisichella, url https//en.wikipedia.org/wiki/Giancarlo_Fisichella","Question: 
in Race of 2002 Japanese Grand Prix When the Position was Ret Which Driver has a beard
Answer Choices are: 
a. Pamela Anderson
b. Giancarlo Fisichella
Specify their correct answer by choosing one of a or b: 
",b,"text Giancarlo Fisichella, links text Giancarlo Fisichella, wiki_title Giancarlo Fisichella, url https//en.wikipedia.org/wiki/Giancarlo_Fisichella"
1613,62853f876ce4ddbabd78698dfd63ec7e,"text Allan McNish, links text Allan McNish, wiki_title Allan McNish, url https//en.wikipedia.org/wiki/Allan_McNish","Question: 
How would the driver of the 2002 Japanese Grand Prix who had a position of DNS close his jacket?
Answer Choices are: 
a. zipper
b. button
Specify their correct answer by choosing one of a or b: 
",a,Allan_McNish
1614,d17d8c3bc4874b311b97e4eed0c76f09,"text Gateshead, links text Gateshead, wiki_title Gateshead F.C., url https//en.wikipedia.org/wiki/Gateshead_F.C.","Question: 
Was the Club whose logo has a man standing by a soccer ball or Walsall, the club with higher FA Cup appearance in ?Career statistics of Theo Vassell?
Answer Choices are: 
a. Newcastle
b. Gateshead
Specify their correct answer by choosing one of a or b: 
",b,Gateshead_F.C.
1615,ebb9db287477efe1b9ea315a3a62fdee,"text Barry Waddell, links text Barry Waddell, wiki_title Barry Waddell (racing driver), url https//en.wikipedia.org/wiki/Barry_Waddell_(racing_driver)","Question: 
Among races taking place in the 1995 Barber Dodge Pro Series, who won in city whose curved white welcome sign has three flags above it?
Answer Choices are: 
a. Paul Waddell
b. Barry Waddell
Specify their correct answer by choosing one of a or b: 
",b,wiki_title Barry Waddell
1616,b60e82ff36e0e83d699256c6364e6bfc,"text Sebring, Florida, links text Sebring, Florida, wiki_title Sebring, Florida, url https//en.wikipedia.org/wiki/Sebring,_Florida","Question: 
Which location in the Barber Dodge Pro Series races of 1995 had a higher round:  The location featuring three flags over a curved white sign that welcomes visitors or College Station, Texas?
Answer Choices are: 
a. Sebring, Florida
b. Miami, Florida
Specify their correct answer by choosing one of a or b: 
",a,wiki_title
1617,4f8fca4ee3d5ad64527a1156968c3847,"text New Orleans, Louisiana, links text New Orleans, Louisiana, wiki_title New Orleans, Louisiana, url https//en.wikipedia.org/wiki/New_Orleans,_Louisiana","Question: 
Was the Location that has a welcome sign that consists of a curved section between two vertical posts or New Orleans, Louisiana, the one with lower round in Race calendar and results of 1995 Barber Dodge Pro Series?
Answer Choices are: 
a. New York, New York
b. New Orleans, Louisiana
Specify their correct answer by choosing one of a or b: 
",b,"wiki_title New Orleans, Louisiana"
1618,eb85bb380dbcc01253f741bdc7d899aa,"text Sebring, Florida, links text Sebring, Florida, wiki_title Sebring, Florida, url https//en.wikipedia.org/wiki/Sebring,_Florida","Question: 
Which location in the Barber Dodge Pro Series race of 1995 had a higher round:  Sonoma, California or the location that features three flags over a curved white sign that welcomes visitors?
Answer Choices are: 
a. Sebring, Florida
b. Nancy, California
Specify their correct answer by choosing one of a or b: 
",a,"wiki_title Sebring, Florida, url https//en.wikipedia.org/wiki/Sebring,_Florida"
1619,7a989bd02335896daf57dc3c1f5b57f1,"text Sebring International Raceway, links text Sebring International Raceway, wiki_title Sebring International Raceway, url https//en.wikipedia.org/wiki/Sebring_International_Raceway","Question: 
The location with three flags over a curved white welcome sign was in what circuit of the 1995 Barber Dodge Pro series race calendar and results?
Answer Choices are: 
a. Flagstaff International Raceway
b. Sebring International Raceway
Specify their correct answer by choosing one of a or b: 
",b,"links text Sebring International Raceway, wiki_title"
1620,bb151da7be02dfb013abdcf5d76a819d,"text 2 – 0, links ","Question: 
During the third round of the Scottish Cup's 2003-04 season, what was the score when the visiting team featured a bear on their logo?
Answer Choices are: 
a. 2 âÃÃ¬ 0
b. 1 âÃÃ¬ 1
Specify their correct answer by choosing one of a or b: 
",a,2 – 0
1621,a1e35dd19ef191cbc67788784321e222,"text New Taipei, links text New Taipei, wiki_title New Taipei, url https//en.wikipedia.org/wiki/New_Taipei","Question: 
On the inner pages of a Taiwanese passport, one would find the name of which Division that has a statue of a seated man with his elbow on his knee?
Answer Choices are: 
a. the Ministry of Foreign Affairs
b. New Taipei
Specify their correct answer by choosing one of a or b: 
",b,New_Taipei
1622,c4cb23c8d67c64e28ecd245a11d872e2,"text Benny Parsons, links text Benny Parsons, wiki_title Benny Parsons, url https//en.wikipedia.org/wiki/Benny_Parsons","Question: 
Which driver that finished the 1978 Southern 500 in the top ten drove a chevrolet and does not have brown hair?
Answer Choices are: 
a. Benny Parsons
b. Richard Petty
Specify their correct answer by choosing one of a or b: 
",a,Benny_Parsons
1623,c8aeb29c944223bb297d2e9485b95514,"text 50 Gourdes, links ","Question: 
what was the denomination, in haiti of list of people on banknotes when the Person has a beard?
Answer Choices are: 
a. 1 Gourde
b. 50 Gourdes
Specify their correct answer by choosing one of a or b: 
",b,links
1624,7a250337e2f179ecb564eb5356728380,"text Boston, links text Boston, wiki_title Boston, url https//en.wikipedia.org/wiki/Boston","Question: 
Is the city where the Families Belong Together location is City Hall Plaza - Boston Common bordering a body of water?
Answer Choices are: 
a. yes
b. no
Specify their correct answer by choosing one of a or b: 
",a,Boston
1625,4563076374d33a5b99f10cf9e5021da1,"text Boston, links text Boston, wiki_title Boston, url https//en.wikipedia.org/wiki/Boston","Question: 
Does Families Belong Together have 5,000 to 15,000 participants in the city that borders a body of water?
Answer Choices are: 
a. yes
b. no
Specify their correct answer by choosing one of a or b: 
",a,Boston
1626,97f1d7c5aef485bbdc8750320988ae44,"text Canterbury-Bankstown Bulldogs, links text Canterbury-Bankstown Bulldogs, wiki_title Canterbury-Bankstown Bulldogs, url https//en.wikipedia.org/wiki/Canterbury-Bankstown_Bulldogs","Question: 
In the 18th round of 2020's NRL season results, which home team played against the visitor with a lightning bolt on their logo?
Answer Choices are: 
a. Canterbury-Bankstown Bulldogs
b. Newcastle Knights
Specify their correct answer by choosing one of a or b: 
",a,wiki_title Canterbury-Bankstown Bulldogs
1627,7fcd28c4fa153fd95b1c97f57e3bc340,"text 2001, links ","Question: 
What year did Ernie Hudson Jr. take part in a movie whose poster has two blonde-haired young girls on it?
Answer Choices are: 
a. 2004
b. 2001
Specify their correct answer by choosing one of a or b: 
",b,2001
1628,e6f22fb363183095f7c60f07e8471d39,"text Agent Banner, links ","Question: 
What was E. Hudson Jr.'s role in the movie title depicting two blondes on the advertisement?
Answer Choices are: 
a. Rambo
b. Agent Banner
Specify their correct answer by choosing one of a or b: 
",b,text Agent Banner
1629,1787ba87dda438bfee447fbff3d1fa7b,"text The Karma Club, links text The Karma Club, wiki_title The Karma Club, url https//en.wikipedia.org/wiki/The_Karma_Club","Question: 
Which film title in which Ernie Hudson Jr. acted in came out most recently:  The Karma Club or the title with a poster featuring two young blonde girls?
Answer Choices are: 
a. The film title with a poster featuring two young blonde girls
b. The Karma Club
Specify their correct answer by choosing one of a or b: 
",b,wiki_title
1630,5452dce0d17bcee41c5a28c682186589,"text Brentford, links text Brentford, wiki_title Brentford F.C., url https//en.wikipedia.org/wiki/Brentford_F.C.","Question: 
Was the team that has a stinging insect on its logo or Notts County, the one with higher pos in League table of 2001–02 Port Vale F.C. season?
Answer Choices are: 
a. Notts County
b. Brentford
Specify their correct answer by choosing one of a or b: 
",b,Brentford_F.C.
1631,1dea62018619741ec2f85f5b2901bedd,"text Premiership Player, links ","Question: 
The team with a clover leaf on their logo won what award during the SPFL awards of 2018-19 in Scottish Football?
Answer Choices are: 
a. Championship Player
b. Premiership Player
Specify their correct answer by choosing one of a or b: 
",b,text Premiership Player
1632,4436f18833da37f500daf8d0ef86d027,"text Ted Walsh, links text Ted Walsh, wiki_title Ted Walsh, url https//en.wikipedia.org/wiki/Ted_Walsh","Question: 
Bobbyjo Chase's Rince Ri trainer winner holds what below chin?
Answer Choices are: 
a. microphone
b. headphones
Specify their correct answer by choosing one of a or b: 
",a,Ted_Walsh
1633,1b9a70208f88e3425661646a56c07545,"text Davy Condon, links text Davy Condon, wiki_title Davy Condon, url https//en.wikipedia.org/wiki/Davy_Condon","Question: 
Bobbyjo Chase's 2007 winner jockey is holding what?
Answer Choices are: 
a. cup
b. award
Specify their correct answer by choosing one of a or b: 
",b,Davy_Condon
1634,b3d603cdaaa96b8b526dead58a9bcb7a,"text Ted Walsh, links text Ted Walsh, wiki_title Ted Walsh, url https//en.wikipedia.org/wiki/Ted_Walsh","Question: 
What is below the chin of the person who trained the winner of Bobbyjo Chase in 2003?
Answer Choices are: 
a. guitar
b. microphone
Specify their correct answer by choosing one of a or b: 
",b,Ted_Walsh
1635,c163153cf3ea9b8412cccf8eaa3b3bd8,"text Kentucky Derby, links text Kentucky Derby, wiki_title Kentucky Derby, url https//en.wikipedia.org/wiki/Kentucky_Derby","Question: 
How many spires are at the race when Practical Joke raced on May 6, 2017?
Answer Choices are: 
a. One
b. two
Specify their correct answer by choosing one of a or b: 
",b,Kentucky_Derby
1636,11f323cf03ea235d97c091d97313c3fd,"text Tulsa Athletics, links text Tulsa Athletics, wiki_title Tulsa Athletics, url https//en.wikipedia.org/wiki/Tulsa_Athletics","Question: 
During the second round of the 2015 MLS SuperDraft, what other organization was listed alongside the college that has a flagpole on its logo?
Answer Choices are: 
a. Fresno Grizzlies
b. Tulsa Athletics
Specify their correct answer by choosing one of a or b: 
",b,Tulsa_Athletics
1637,c8e7072279ecbdca098f84567cf3b65b,"text Forward, links text Forward, wiki_title Forward (association football), url https//en.wikipedia.org/wiki/Forward_(association_football)","Question: 
The ball being kicked by the player in the position Edwin Rivas was drafted for in the second round of the MLS SuperDraft in 2015 has what dark shapes on it?
Answer Choices are: 
a. triangles
b. rectangles
Specify their correct answer by choosing one of a or b: 
",a,text Forward
1638,6e79c12b1d0520cae014a2ef58628e7d,"text Forward, links text Forward, wiki_title Forward (association football), url https//en.wikipedia.org/wiki/Forward_(association_football)","Question: 
Which dark shapes can be seen on the ball being kicked by the player in the position a draft from Davenport college was chosen for in the second round fo the 2015 MLS SuperDraft?
Answer Choices are: 
a. squares
b. triangles
Specify their correct answer by choosing one of a or b: 
",b,text Forward
